,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 76.5)","(78.5, 219.5)","(220.5, 301.5)","(302.5, 769.5)","(770.5, 919.5)","(920.5, 991.5)","(992.5, 1059.5)","(1060.5, 1156.5)","(1161.5, 1238.5)","(1239.5, 1304.5)"
"Time length, sec",68.0,141.0,81.0,467.0,149.0,71.0,67.0,96.0,77.0,65.0
Number of epochs,64,131,72,416,139,65,62,91,77,63
