,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 411.5)","(412.5, 608.5)","(609.5, 926.5)","(928.5, 1170.5)","(1171.5, 1389.5)","(1390.5, 1817.5)","(1819.5, 2101.5)","(2102.5, 2345.5)"
"Time length, sec",401.0,196.0,317.0,242.0,218.0,427.0,282.0,243.0
Number of epochs,348,169,265,212,180,370,251,222
