,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 88.3)","(89.1, 193.9)","(194.7, 270.7)","(271.5, 508.3)","(509.1, 620.3)","(621.1, 717.1)","(719.5, 771.5)","(772.3, 877.1)","(877.9, 938.7)"
"Time length, sec",78.39999999999999,104.80000000000001,76.0,236.8,111.19999999999993,96.0,52.0,104.80000000000007,60.80000000000007
Number of epochs,91,113,87,265,126,113,62,119,70
