,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 184.5)","(186.5, 344.5)","(345.5, 439.5)","(442.5, 565.5)","(566.5, 771.5)","(772.5, 822.5)","(823.5, 958.5)","(960.5, 1131.5)","(1132.5, 1258.5)","(1259.5, 1304.5)"
"Time length, sec",176.0,158.0,94.0,123.0,205.0,50.0,135.0,171.0,126.0,45.0
Number of epochs,164,142,83,107,189,47,127,157,120,44
