,Feature,true,internal,external,internal-diff,external-diff,Source,Algorithm,Dimension,Stat
3332,channel-15 bd2 all median,0.633481685797391,0.6578977037689094,0.5823026931573951,-0.0244160179715184,0.0511789926399958,channel-15,bd2,all,median
7053,channel-33 amplitude-landscape-2-1 norm-2,0.7152624760382442,0.6578652717410834,0.6543804443263153,0.0573972042971607,0.0608820317119289,channel-33,amplitude-landscape-2-1,norm-2,
1005,channel-4 life dim-1 norm-2,0.6734930146114758,0.6576720630052642,0.6040891021297141,0.0158209516062116,0.0694039124817617,channel-4,life,dim-1,norm-2
940,channel-4 amplitude-wasserstein-2 dim-1,0.6734930146114758,0.6576720630052642,0.6040891021297141,0.0158209516062116,0.0694039124817617,channel-4,amplitude-wasserstein-2,dim-1,
8288,channel-39 amplitude-wasserstein-1 norm-1,0.6880956202961753,0.657657358698791,0.6090177083321547,0.0304382615973842,0.0790779119640205,channel-39,amplitude-wasserstein-1,norm-1,
8343,channel-39 life all norm-1,0.6880956202961753,0.657657358698791,0.6090177083321547,0.0304382615973842,0.0790779119640205,channel-39,life,all,norm-1
8337,channel-39 life all sum,0.6880956202961753,0.657657358698791,0.6090177083321547,0.0304382615973842,0.0790779119640205,channel-39,life,all,sum
7213,channel-34 silhouette-2 dim-1 kurtosis,0.6233440558897642,0.6575367944935469,0.6534721638482662,-0.0341927386037826,-0.030128107958502,channel-34,silhouette-2,dim-1,kurtosis
2378,channel-11 silhouette-2 dim-1 std,0.566878581200929,0.6574868240148566,0.593631930559761,-0.0906082428139275,-0.026753349358832,channel-11,silhouette-2,dim-1,std
2912,channel-13 bd2 all median,0.694141690635296,0.6574343534973934,0.7131779390779898,0.0367073371379025,-0.0190362484426938,channel-13,bd2,all,median
3680,channel-17 amplitude-betti-2 norm-1,0.6168476949813493,0.6574019079409298,0.6165170492658864,-0.0405542129595805,0.0003306457154629,channel-17,amplitude-betti-2,norm-1,
2922,channel-13 bd2 dim-1 percentile-25,0.712350197156311,0.6573945457327408,0.7326860502372485,0.0549556514235701,-0.0203358530809375,channel-13,bd2,dim-1,percentile-25
1510,channel-7 landscape dim-2 kurtosis,0.5864273630675254,0.6573764146936151,0.656372442874666,-0.0709490516260896,-0.0699450798071406,channel-7,landscape,dim-2,kurtosis
1144,channel-5 amplitude-bottleneck norm-1,0.5536945243297099,0.6572600381040057,0.5701973670391578,-0.1035655137742957,-0.0165028427094479,channel-5,amplitude-bottleneck,norm-1,
6414,channel-30 amplitude-landscape-1-1 norm-1,0.7229366600235396,0.6572548511187807,0.6381260726033122,0.0656818089047589,0.0848105874202274,channel-30,amplitude-landscape-1-1,norm-1,
1494,channel-7 landscape dim-1 std,0.6007469499502138,0.6570175176717247,0.6262195714863077,-0.0562705677215108,-0.0254726215360938,channel-7,landscape,dim-1,std
6412,channel-30 amplitude-landscape-1-1 dim-1,0.7094919409338679,0.6569074086312714,0.6138273209057465,0.0525845323025965,0.0956646200281213,channel-30,amplitude-landscape-1-1,dim-1,
6323,channel-30 landscape dim-1 mean,0.7094919409338679,0.6569074086312714,0.6138273209057465,0.0525845323025965,0.0956646200281213,channel-30,landscape,dim-1,mean
6325,channel-30 landscape dim-1 sum,0.7094919409338679,0.6569074086312714,0.6138273209057465,0.0525845323025965,0.0956646200281213,channel-30,landscape,dim-1,sum
6331,channel-30 landscape dim-1 norm-1,0.7094919409338679,0.6569074086312714,0.6138273209057465,0.0525845323025965,0.0956646200281213,channel-30,landscape,dim-1,norm-1
7874,channel-37 amplitude-betti-1 dim-1,0.7392417636129442,0.656847565413085,0.6971418401118331,0.0823941981998592,0.0420999235011111,channel-37,amplitude-betti-1,dim-1,
3701,channel-17 amplitude-silhouette-1-1 norm-2,0.5776933154186822,0.6566515651041229,0.5889097569743326,-0.0789582496854407,-0.0112164415556503,channel-17,amplitude-silhouette-1-1,norm-2,
6556,channel-31 silhouette-1 dim-1 std,0.6862380073521472,0.6566219241142676,0.6430178455833139,0.0296160832378796,0.0432201617688333,channel-31,silhouette-1,dim-1,std
7317,channel-34 bd2 all max,0.6566810222420063,0.656006843002981,0.6666386239945871,0.0006741792390253,-0.0099576017525807,channel-34,bd2,all,max
3969,channel-18 bd2 dim-1 mean,0.6538874205636374,0.6559953574571875,0.6050212349345263,-0.0021079368935501,0.048866185629111,channel-18,bd2,dim-1,mean
5489,channel-26 landscape dim-1 kurtosis,0.648041356934556,0.6558982941549264,0.621913497498364,-0.0078569372203703,0.026127859436192,channel-26,landscape,dim-1,kurtosis
943,channel-4 amplitude-wasserstein-2 norm-2,0.6512617929179065,0.6557972572300057,0.5812181458174605,-0.0045354643120991,0.070043647100446,channel-4,amplitude-wasserstein-2,norm-2,
994,channel-4 life all norm-2,0.6512617929179065,0.6557972572300057,0.5812181458174605,-0.0045354643120991,0.070043647100446,channel-4,life,all,norm-2
8086,channel-38 amplitude-betti-1 norm-1,0.6322401098069629,0.6557869016375703,0.5965172692484297,-0.0235467918306073,0.0357228405585331,channel-38,amplitude-betti-1,norm-1,
3725,channel-17 life dim-1 max,0.5652042741830351,0.6557789508260415,0.5523679963214452,-0.0905746766430064,0.0128362778615899,channel-17,life,dim-1,max
3662,channel-17 amplitude-bottleneck dim-1,0.5652042741830351,0.6557789508260415,0.5523679963214452,-0.0905746766430064,0.0128362778615899,channel-17,amplitude-bottleneck,dim-1,
1328,channel-6 silhouette-2 dim-1 std,0.6042558126459242,0.6555197563496338,0.6093163244564266,-0.0512639437037095,-0.0050605118105023,channel-6,silhouette-2,dim-1,std
4568,channel-21 life dim-1 sum,0.5714271527329075,0.6554930327707768,0.6818800651511795,-0.0840658800378693,-0.110452912418272,channel-21,life,dim-1,sum
4574,channel-21 life dim-1 norm-1,0.5714271527329075,0.6554930327707768,0.6818800651511795,-0.0840658800378693,-0.110452912418272,channel-21,life,dim-1,norm-1
4506,channel-21 amplitude-wasserstein-1 dim-1,0.5714271527329075,0.6554930327707768,0.6818800651511795,-0.0840658800378693,-0.110452912418272,channel-21,amplitude-wasserstein-1,dim-1,
7721,channel-36 life dim-1 percentile-75,0.6713612656157426,0.6553353285417642,0.6475134441246614,0.0160259370739783,0.0238478214910812,channel-36,life,dim-1,percentile-75
1779,channel-8 amplitude-wasserstein-1 norm-2,0.7372937609662075,0.6552018894751664,0.668154696483035,0.082091871491041,0.0691390644831724,channel-8,amplitude-wasserstein-1,norm-2,
3503,channel-16 amplitude-silhouette-2-2 norm-2,0.5876664073720526,0.6551532063519743,0.5867421930207011,-0.0674867989799217,0.0009242143513514,channel-16,amplitude-silhouette-2-2,norm-2,
7328,channel-34 bd2 dim-1 max,0.6629148634169352,0.6548975790137537,0.6419778766361852,0.0080172844031815,0.0209369867807499,channel-34,bd2,dim-1,max
7048,channel-33 amplitude-landscape-1-2 norm-1,0.7227259442343791,0.6548446684022606,0.6713874644391863,0.0678812758321184,0.0513384797951927,channel-33,amplitude-landscape-1-2,norm-1,
8099,channel-38 amplitude-landscape-1-2 norm-2,0.6172870701423241,0.6547353996356902,0.632498400450691,-0.037448329493366,-0.0152113303083668,channel-38,amplitude-landscape-1-2,norm-2,
2244,channel-10 life all max,0.5584305412591689,0.654688708444937,0.5336545311066512,-0.096258167185768,0.0247760101525177,channel-10,life,all,max
54,channel-0 silhouette-1 dim-1 norm-2,0.7316315979286114,0.6546258295345386,0.6689499816672773,0.0770057683940728,0.0626816162613341,channel-0,silhouette-1,dim-1,norm-2
136,channel-0 amplitude-silhouette-2-1 dim-1,0.7316315979286114,0.6546258295345386,0.6689499816672773,0.0770057683940728,0.0626816162613341,channel-0,amplitude-silhouette-2-1,dim-1,
3714,channel-17 life all max,0.5635920852204482,0.6545794115720807,0.5512402693593459,-0.0909873263516324,0.0123518158611023,channel-17,life,all,max
5450,channel-25 bd2 dim-2 mean,0.7026802005123218,0.6543131821637304,0.6033025796460937,0.0483670183485914,0.0993776208662281,channel-25,bd2,dim-2,mean
7042,channel-33 amplitude-landscape-1-1 dim-1,0.6744188049588824,0.6541278970850273,0.6557004310981355,0.0202909078738551,0.0187183738607469,channel-33,amplitude-landscape-1-1,dim-1,
6953,channel-33 landscape dim-1 mean,0.6744188049588824,0.6541278970850273,0.6557004310981355,0.0202909078738551,0.0187183738607469,channel-33,landscape,dim-1,mean
6955,channel-33 landscape dim-1 sum,0.6744188049588824,0.6541278970850273,0.6557004310981355,0.0202909078738551,0.0187183738607469,channel-33,landscape,dim-1,sum
6961,channel-33 landscape dim-1 norm-1,0.6744188049588824,0.6541278970850273,0.6557004310981355,0.0202909078738551,0.0187183738607469,channel-33,landscape,dim-1,norm-1
146,channel-0 life all std,0.7185426772243405,0.6537800992761649,0.6926090861787794,0.0647625779481756,0.0259335910455611,channel-0,life,all,std
7113,channel-33 bd2 all percentile-75,0.7190497134188989,0.6536279642429741,0.6556060956066052,0.0654217491759248,0.0634436178122936,channel-33,bd2,all,percentile-75
946,channel-4 amplitude-betti-1 norm-1,0.5990096924466902,0.6534398787268955,0.5716011727569639,-0.0544301862802052,0.0274085196897263,channel-4,amplitude-betti-1,norm-1,
1027,channel-4 bd2 all norm-2,0.6338354280879526,0.6534264640085331,0.5856111768613297,-0.0195910359205805,0.0482242512266228,channel-4,bd2,all,norm-2
7764,channel-36 bd2 dim-2 median,0.6763249782473904,0.6530950953982472,0.620217940322666,0.0232298828491431,0.0561070379247243,channel-36,bd2,dim-2,median
3172,channel-15 landscape dim-1 max,0.6110227432017846,0.6530505990421707,0.5954493847748578,-0.042027855840386,0.0155733584269268,channel-15,landscape,dim-1,max
1988,channel-9 amplitude-wasserstein-1 norm-1,0.6358800304924352,0.6530296163424396,0.606387924302802,-0.0171495858500043,0.0294921061896332,channel-9,amplitude-wasserstein-1,norm-1,
2043,channel-9 life all norm-1,0.6358800304924352,0.6530296163424396,0.606387924302802,-0.0171495858500043,0.0294921061896332,channel-9,life,all,norm-1
2037,channel-9 life all sum,0.6358800304924352,0.6530296163424396,0.606387924302802,-0.0171495858500043,0.0294921061896332,channel-9,life,all,sum
19438,overall amplitude-landscape-1-1 norm-1,0.6411063129211019,0.6529424902131455,0.6027296384386515,-0.0118361772920436,0.0383766744824504,overall,amplitude-landscape-1-1,norm-1,
7052,channel-33 amplitude-landscape-2-1 norm-1,0.7127073898971165,0.6527822349234849,0.6448951789938868,0.0599251549736316,0.0678122109032296,channel-33,amplitude-landscape-2-1,norm-1,
8106,channel-38 amplitude-landscape-2-2 norm-1,0.5916569099063593,0.6526314451484122,0.608664769173357,-0.0609745352420528,-0.0170078592669976,channel-38,amplitude-landscape-2-2,norm-1,
7975,channel-37 bd2 dim-2 percentile-75,0.6883925109509419,0.6524158146986998,0.6727536475540893,0.035976696252242,0.0156388633968526,channel-37,bd2,dim-2,percentile-75
3224,channel-15 silhouette-2 dim-1 skew,0.5786751110297701,0.6523506765494198,0.5377519704414131,-0.0736755655196497,0.040923140588357,channel-15,silhouette-2,dim-1,skew
5870,channel-27 bd2 dim-2 mean,0.7562187242610485,0.6522475281470572,0.6767747758963137,0.1039711961139913,0.0794439483647347,channel-27,bd2,dim-2,mean
6324,channel-30 landscape dim-1 std,0.7015069408808593,0.6522100402867674,0.6294107380853342,0.0492969005940918,0.072096202795525,channel-30,landscape,dim-1,std
6488,channel-30 bd2 dim-1 max,0.715325669725617,0.6522082763870185,0.6350852577151906,0.0631173933385984,0.0802404120104263,channel-30,bd2,dim-1,max
1614,channel-7 life all max,0.5831365365730297,0.6521279934395401,0.5927377568266383,-0.0689914568665104,-0.0096012202536086,channel-7,life,all,max
1284,channel-6 landscape dim-1 std,0.6366576679114652,0.6521243749340774,0.673983023431306,-0.0154667070226122,-0.0373253555198408,channel-6,landscape,dim-1,std
19481,overall life all percentile-75,0.6402096867921617,0.6519227518373012,0.6246876301280537,-0.0117130650451394,0.0155220566641079,overall,life,all,percentile-75
3203,channel-15 silhouette-1 dim-1 norm-1,0.577531305928436,0.6519035735789592,0.5742370392412072,-0.0743722676505231,0.0032942666872288,channel-15,silhouette-1,dim-1,norm-1
3195,channel-15 silhouette-1 dim-1 mean,0.577531305928436,0.6519035735789592,0.5742370392412072,-0.0743722676505231,0.0032942666872288,channel-15,silhouette-1,dim-1,mean
3197,channel-15 silhouette-1 dim-1 sum,0.577531305928436,0.6519035735789592,0.5742370392412072,-0.0743722676505231,0.0032942666872288,channel-15,silhouette-1,dim-1,sum
3278,channel-15 amplitude-silhouette-1-1 dim-1,0.577531305928436,0.6519035735789592,0.5742370392412072,-0.0743722676505231,0.0032942666872288,channel-15,amplitude-silhouette-1-1,dim-1,
6431,channel-30 amplitude-silhouette-1-1 norm-2,0.6827876018854107,0.6514725113573481,0.614228475532082,0.0313150905280625,0.0685591263533286,channel-30,amplitude-silhouette-1-1,norm-2,
2397,channel-11 silhouette-2 dim-2 norm-2,0.5901968149752378,0.651464865262144,0.6588587257933436,-0.0612680502869061,-0.0686619108181058,channel-11,silhouette-2,dim-2,norm-2
2451,channel-11 amplitude-silhouette-2-2 dim-2,0.5901968149752378,0.651464865262144,0.6588587257933436,-0.0612680502869061,-0.0686619108181058,channel-11,amplitude-silhouette-2-2,dim-2,
2450,channel-11 amplitude-silhouette-2-2 dim-1,0.5603423248066733,0.6514635023189109,0.5908349911614637,-0.0911211775122375,-0.0304926663547903,channel-11,amplitude-silhouette-2-2,dim-1,
2386,channel-11 silhouette-2 dim-1 norm-2,0.5603423248066733,0.6514635023189109,0.5908349911614637,-0.0911211775122375,-0.0304926663547903,channel-11,silhouette-2,dim-1,norm-2
2440,channel-11 amplitude-silhouette-1-1 norm-1,0.5632879949852145,0.6513835485537978,0.6149832165480639,-0.0880955535685832,-0.0516952215628493,channel-11,amplitude-silhouette-1-1,norm-1,
6430,channel-30 amplitude-silhouette-1-1 norm-1,0.6708327688077591,0.6512568508659018,0.5745610016582425,0.0195759179418573,0.0962717671495165,channel-30,amplitude-silhouette-1-1,norm-1,
1326,channel-6 silhouette-2 dim-1 max,0.5866195150683884,0.6512405907774456,0.5715805604127527,-0.0646210757090571,0.0150389546556356,channel-6,silhouette-2,dim-1,max
2131,channel-10 landscape dim-1 norm-1,0.5628458633831903,0.6510882702981815,0.5374194032302841,-0.0882424069149911,0.0254264601529061,channel-10,landscape,dim-1,norm-1
2212,channel-10 amplitude-landscape-1-1 dim-1,0.5628458633831903,0.6510882702981815,0.5374194032302841,-0.0882424069149911,0.0254264601529061,channel-10,amplitude-landscape-1-1,dim-1,
2123,channel-10 landscape dim-1 mean,0.5628458633831903,0.6510882702981815,0.5374194032302841,-0.0882424069149911,0.0254264601529061,channel-10,landscape,dim-1,mean
2125,channel-10 landscape dim-1 sum,0.5628458633831903,0.6510882702981815,0.5374194032302841,-0.0882424069149911,0.0254264601529061,channel-10,landscape,dim-1,sum
5796,channel-27 amplitude-landscape-2-2 norm-1,0.7348872870698394,0.6507639590690184,0.6568161949240131,0.084123328000821,0.0780710921458263,channel-27,amplitude-landscape-2-2,norm-1,
3936,channel-18 life dim-1 mean,0.6027191479398475,0.6507250753458022,0.5337163524199244,-0.0480059274059546,0.069002795519923,channel-18,life,dim-1,mean
5815,channel-27 life all mean,0.7591682810960405,0.6505829091015972,0.6876391366283052,0.1085853719944432,0.0715291444677352,channel-27,life,all,mean
94,channel-0 amplitude-bottleneck norm-1,0.686681932186198,0.650565965900923,0.6781088776807699,0.036115966285275,0.0085730545054281,channel-0,amplitude-bottleneck,norm-1,
2122,channel-10 landscape dim-1 max,0.5662377755407126,0.6503874044259385,0.5466508856212511,-0.0841496288852258,0.0195868899194615,channel-10,landscape,dim-1,max
7604,channel-36 silhouette-1 dim-1 max,0.6966622341785106,0.6500645644151961,0.649135705387775,0.0465976697633144,0.0475265287907356,channel-36,silhouette-1,dim-1,max
8098,channel-38 amplitude-landscape-1-2 norm-1,0.6114734006448207,0.6500316636837064,0.6124044154594827,-0.0385582630388856,-0.0009310148146619,channel-38,amplitude-landscape-1-2,norm-1,
3133,channel-14 bd2 dim-1 median,0.6620112503342638,0.6499339587600138,0.6491182708813089,0.0120772915742499,0.0128929794529548,channel-14,bd2,dim-1,median
2246,channel-10 life all std,0.58351894310758,0.6498903035345474,0.5942138990830258,-0.0663713604269673,-0.0106949559754457,channel-10,life,all,std
2441,channel-11 amplitude-silhouette-1-1 norm-2,0.5809891078416349,0.6498420929980253,0.6337794608635112,-0.0688529851563903,-0.0527903530218762,channel-11,amplitude-silhouette-1-1,norm-2,
8096,channel-38 amplitude-landscape-1-2 dim-1,0.615211380506163,0.6498236970668234,0.6309533351294294,-0.0346123165606604,-0.0157419546232664,channel-38,amplitude-landscape-1-2,dim-1,
3121,channel-14 bd2 all percentile-25,0.6979854551200352,0.6495080420817804,0.665285015587181,0.0484774130382548,0.0327004395328541,channel-14,bd2,all,percentile-25
5570,channel-26 amplitude-betti-2 norm-1,0.6921310336237059,0.6494396786752672,0.6303238952818154,0.0426913549484386,0.0618071383418904,channel-26,amplitude-betti-2,norm-1,
7045,channel-33 amplitude-landscape-1-1 norm-2,0.6796633931590924,0.6494302318526629,0.6409278395421472,0.0302331613064295,0.0387355536169452,channel-33,amplitude-landscape-1-1,norm-2,
1604,channel-7 amplitude-silhouette-1-2 norm-1,0.5798908978226094,0.649307076440678,0.6638316879378496,-0.0694161786180685,-0.0839407901152402,channel-7,amplitude-silhouette-1-2,norm-1,
7695,channel-36 amplitude-silhouette-1-2 norm-2,0.6885713695623493,0.6493000684039911,0.634751846691493,0.0392713011583581,0.0538195228708563,channel-36,amplitude-silhouette-1-2,norm-2,
7194,channel-34 silhouette-1 dim-1 norm-2,0.6018331211098201,0.6491954139172662,0.6266382021536545,-0.047362292807446,-0.0248050810438343,channel-34,silhouette-1,dim-1,norm-2
7276,channel-34 amplitude-silhouette-2-1 dim-1,0.6018331211098201,0.6491954139172662,0.6266382021536545,-0.047362292807446,-0.0248050810438343,channel-34,amplitude-silhouette-2-1,dim-1,
6332,channel-30 landscape dim-1 norm-2,0.6971739951980541,0.6491480339734191,0.6247272491434089,0.0480259612246349,0.0724467460546451,channel-30,landscape,dim-1,norm-2
6420,channel-30 amplitude-landscape-2-1 dim-1,0.6971739951980541,0.6491480339734191,0.6247272491434089,0.0480259612246349,0.0724467460546451,channel-30,amplitude-landscape-2-1,dim-1,
1278,channel-6 betti dim-2 kurtosis,0.5589721041710775,0.6489977854149579,0.6518628422212429,-0.0900256812438804,-0.0928907380501654,channel-6,betti,dim-2,kurtosis
3665,channel-17 amplitude-bottleneck norm-2,0.5628268193907452,0.6487957543773242,0.5428067308331008,-0.0859689349865789,0.0200200885576443,channel-17,amplitude-bottleneck,norm-2,
1336,channel-6 silhouette-2 dim-1 norm-2,0.5942000211536496,0.6486262264285276,0.5994108433509396,-0.054426205274878,-0.00521082219729,channel-6,silhouette-2,dim-1,norm-2
1400,channel-6 amplitude-silhouette-2-2 dim-1,0.5942000211536496,0.6486262264285276,0.5994108433509396,-0.054426205274878,-0.00521082219729,channel-6,amplitude-silhouette-2-2,dim-1,
2438,channel-11 amplitude-silhouette-1-1 dim-1,0.5842412053914665,0.6484141050082006,0.6213842537911108,-0.0641728996167341,-0.0371430483996443,channel-11,amplitude-silhouette-1-1,dim-1,
2363,channel-11 silhouette-1 dim-1 norm-1,0.5842412053914665,0.6484141050082006,0.6213842537911108,-0.0641728996167341,-0.0371430483996443,channel-11,silhouette-1,dim-1,norm-1
2355,channel-11 silhouette-1 dim-1 mean,0.5842412053914665,0.6484141050082006,0.6213842537911108,-0.0641728996167341,-0.0371430483996443,channel-11,silhouette-1,dim-1,mean
2357,channel-11 silhouette-1 dim-1 sum,0.5842412053914665,0.6484141050082006,0.6213842537911108,-0.0641728996167341,-0.0371430483996443,channel-11,silhouette-1,dim-1,sum
7235,channel-34 amplitude-bottleneck norm-2,0.6019221532923106,0.6484087358325713,0.6223438823274826,-0.0464865825402607,-0.020421729035172,channel-34,amplitude-bottleneck,norm-2,
3406,channel-16 silhouette-1 dim-1 std,0.6069277624974058,0.6482421726491574,0.5679203209655322,-0.0413144101517516,0.0390074415318735,channel-16,silhouette-1,dim-1,std
7056,channel-33 amplitude-landscape-2-2 norm-1,0.7133214284014138,0.6482124967183074,0.6661701872203591,0.0651089316831063,0.0471512411810546,channel-33,amplitude-landscape-2-2,norm-1,
1492,channel-7 landscape dim-1 max,0.5602914458665759,0.6481437279097727,0.5980822992831619,-0.0878522820431968,-0.037790853416586,channel-7,landscape,dim-1,max
3414,channel-16 silhouette-1 dim-1 norm-2,0.6140411019848154,0.6480531889606198,0.572874126399672,-0.0340120869758043,0.0411669755851434,channel-16,silhouette-1,dim-1,norm-2
3496,channel-16 amplitude-silhouette-2-1 dim-1,0.6140411019848154,0.6480531889606198,0.572874126399672,-0.0340120869758043,0.0411669755851434,channel-16,amplitude-silhouette-2-1,dim-1,
304,channel-1 amplitude-bottleneck norm-1,0.6208753955456341,0.64801116678715,0.6239547169881633,-0.0271357712415158,-0.0030793214425292,channel-1,amplitude-bottleneck,norm-1,
3350,channel-15 bd2 dim-2 mean,0.5846082436089265,0.6476193641184395,0.5475269832962872,-0.0630111205095129,0.0370812603126392,channel-15,bd2,dim-2,mean
2006,channel-9 amplitude-landscape-1-2 dim-1,0.5670022798565474,0.6474069890762623,0.5643912515659868,-0.0804047092197148,0.0026110282905605,channel-9,amplitude-landscape-1-2,dim-1,
2278,channel-10 bd2 all mean,0.6109327547581661,0.6473217343227895,0.6079290024280118,-0.0363889795646233,0.0030037523301542,channel-10,bd2,all,mean
7296,channel-34 life dim-1 mean,0.6685101413620284,0.6473052303740685,0.6246141295781679,0.0212049109879598,0.0438960117838604,channel-34,life,dim-1,mean
3245,channel-15 amplitude-bottleneck norm-2,0.5888317054174558,0.6472807177908784,0.5860717633377459,-0.0584490123734225,0.0027599420797098,channel-15,amplitude-bottleneck,norm-2,
114,channel-0 amplitude-landscape-1-1 norm-1,0.6360333293306248,0.6470558940013952,0.6437276313310857,-0.0110225646707703,-0.0076943020004608,channel-0,amplitude-landscape-1-1,norm-1,
8174,channel-38 bd2 dim-1 percentile-75,0.5938556511893179,0.6469738332232358,0.5857723563901445,-0.0531181820339178,0.0080832947991734,channel-38,bd2,dim-1,percentile-75
1625,channel-7 life dim-1 max,0.5815559174056335,0.646873884916629,0.5946391827294359,-0.0653179675109955,-0.0130832653238024,channel-7,life,dim-1,max
1562,channel-7 amplitude-bottleneck dim-1,0.5815559174056335,0.646873884916629,0.5946391827294359,-0.0653179675109955,-0.0130832653238024,channel-7,amplitude-bottleneck,dim-1,
6742,channel-32 landscape dim-1 max,0.6866222412284865,0.6467648782895989,0.6642525664923259,0.0398573629388875,0.0223696747361605,channel-32,landscape,dim-1,max
8078,channel-38 amplitude-wasserstein-1 norm-1,0.6762649606582849,0.6467453916763515,0.6105858838845273,0.0295195689819334,0.0656790767737576,channel-38,amplitude-wasserstein-1,norm-1,
8127,channel-38 life all sum,0.6762649606582849,0.6467453916763515,0.6105858838845273,0.0295195689819334,0.0656790767737576,channel-38,life,all,sum
8133,channel-38 life all norm-1,0.6762649606582849,0.6467453916763515,0.6105858838845273,0.0295195689819334,0.0656790767737576,channel-38,life,all,norm-1
7107,channel-33 bd2 all max,0.7162903356381288,0.6467049052987035,0.6725696366210959,0.0695854303394253,0.0437206990170329,channel-33,bd2,all,max
3715,channel-17 life all mean,0.6042294543620229,0.646620407326727,0.510865935186475,-0.042390952964704,0.0933635191755478,channel-17,life,all,mean
24,channel-0 landscape dim-1 std,0.6647967342752801,0.6465212113186455,0.6527186030359924,0.0182755229566345,0.0120781312392876,channel-0,landscape,dim-1,std
7655,channel-36 amplitude-bottleneck norm-2,0.6909464893390865,0.6464193249279362,0.6306798880699498,0.0445271644111503,0.0602666012691367,channel-36,amplitude-bottleneck,norm-2,
1863,channel-8 bd2 all percentile-75,0.6919244884137336,0.6460765532673016,0.6607140858258239,0.0458479351464319,0.0312104025879096,channel-8,bd2,all,percentile-75
4381,channel-20 bd2 all percentile-25,0.5792938479897936,0.6459937615176324,0.5290459346651123,-0.0666999135278388,0.0502479133246812,channel-20,bd2,all,percentile-25
3478,channel-16 amplitude-landscape-1-2 norm-1,0.6081521552757473,0.6459431640255681,0.6396001754418033,-0.0377910087498207,-0.0314480201660559,channel-16,amplitude-landscape-1-2,norm-1,
2231,channel-10 amplitude-silhouette-1-1 norm-2,0.5427317892640777,0.6458139850840999,0.5310044749792168,-0.1030821958200222,0.0117273142848609,channel-10,amplitude-silhouette-1-1,norm-2,
1174,channel-5 amplitude-landscape-2-2 dim-1,0.5866522350674944,0.645480790232263,0.5909139119557918,-0.0588285551647685,-0.0042616768882973,channel-5,amplitude-landscape-2-2,dim-1,
8316,channel-39 amplitude-landscape-2-2 norm-1,0.591544486608011,0.645339120008817,0.5891316621013161,-0.053794633400806,0.0024128245066948,channel-39,amplitude-landscape-2-2,norm-1,
2280,channel-10 bd2 all sum,0.6382827333431829,0.645337423495065,0.5747882237346301,-0.007054690151882,0.0634945096085527,channel-10,bd2,all,sum
2286,channel-10 bd2 all norm-1,0.6382827333431829,0.645337423495065,0.5747882237346301,-0.007054690151882,0.0634945096085527,channel-10,bd2,all,norm-1
777,channel-3 life all sum,0.6514040106189429,0.6453062557783794,0.634447812334,0.0060977548405635,0.0169561982849428,channel-3,life,all,sum
783,channel-3 life all norm-1,0.6514040106189429,0.6453062557783794,0.634447812334,0.0060977548405635,0.0169561982849428,channel-3,life,all,norm-1
728,channel-3 amplitude-wasserstein-1 norm-1,0.6514040106189429,0.6453062557783794,0.634447812334,0.0060977548405635,0.0169561982849428,channel-3,amplitude-wasserstein-1,norm-1,
2456,channel-11 life all std,0.5641148177459465,0.6452205941046294,0.6211549187899952,-0.0811057763586828,-0.0570401010440486,channel-11,life,all,std
5364,channel-25 amplitude-landscape-1-1 norm-1,0.6725965968655195,0.6451889408192917,0.5911454356308168,0.0274076560462278,0.0814511612347027,channel-25,amplitude-landscape-1-1,norm-1,
2659,channel-12 amplitude-silhouette-2-1 norm-2,0.5798934054830452,0.6451757701976576,0.7080367445026456,-0.0652823647146123,-0.1281433390196004,channel-12,amplitude-silhouette-2-1,norm-2,
5590,channel-26 amplitude-silhouette-1-1 norm-1,0.6315977179027451,0.6449135167469406,0.6237183733462341,-0.0133157988441955,0.0078793445565109,channel-26,amplitude-silhouette-1-1,norm-1,
6815,channel-32 amplitude-bottleneck norm-2,0.6924212948627559,0.6447326323897591,0.6717953566444144,0.0476886624729968,0.0206259382183415,channel-32,amplitude-bottleneck,norm-2,
6858,channel-32 amplitude-silhouette-2-1 norm-1,0.6709983767300902,0.6447256288822176,0.6550104619681131,0.0262727478478725,0.0159879147619771,channel-32,amplitude-silhouette-2-1,norm-1,
135,channel-0 amplitude-silhouette-1-2 norm-2,0.6767421070419718,0.6441639990212221,0.6472176792119577,0.0325781080207496,0.029524427830014,channel-0,amplitude-silhouette-1-2,norm-2,
5620,channel-26 life dim-1 median,0.6214646269118818,0.6440567229419064,0.6063161706699873,-0.0225920960300246,0.0151484562418944,channel-26,life,dim-1,median
1996,channel-9 amplitude-betti-1 norm-1,0.6321335475711991,0.6440048321000762,0.6050037042656832,-0.011871284528877,0.0271298433055159,channel-9,amplitude-betti-1,norm-1,
123,channel-0 amplitude-landscape-2-1 norm-2,0.6663530137580759,0.6438028563997897,0.6484282898012197,0.0225501573582861,0.0179247239568561,channel-0,amplitude-landscape-2-1,norm-2,
2404,channel-11 amplitude-bottleneck norm-1,0.6017356054851,0.6437164456022764,0.6171563955480722,-0.0419808401171764,-0.0154207900629722,channel-11,amplitude-bottleneck,norm-1,
2643,channel-12 amplitude-landscape-2-1 norm-2,0.617938533433691,0.6437067395896299,0.7076301633880451,-0.0257682061559388,-0.089691629954354,channel-12,amplitude-landscape-2-1,norm-2,
