,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 118.7)","(119.5, 198.7)","(199.5, 449.9)","(450.7, 507.5)","(508.3, 619.5)","(620.3, 704.3)","(705.1, 758.7)","(759.5, 877.1)","(877.9, 938.7)"
"Time length, sec",108.8,79.19999999999999,250.39999999999998,56.80000000000001,111.19999999999999,84.0,53.60000000000002,117.60000000000002,60.80000000000007
Number of epochs,124,86,276,69,126,99,62,134,70
