,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 80.5)","(81.5, 126.5)","(127.5, 343.5)","(344.5, 463.5)","(464.5, 631.5)","(633.5, 708.5)","(709.5, 974.5)","(975.5, 1091.5)","(1092.5, 1243.5)","(1244.5, 1304.5)"
"Time length, sec",72.0,45.0,216.0,119.0,167.0,75.0,265.0,116.0,151.0,60.0
Number of epochs,67,46,192,105,148,69,244,109,142,58
