Algorithm,unique_values,score,normalized_score,IV,normalized_iv,QSDA_IDX,IV_IDX,IDX_DIFF
entropy,1800.8450704225352,0.3198744187130977,0.08571745620305687,0.13305413079227552,0.09150571702165841,3077.1408450704225,2395.1830985915494,681.9577464788732
amplitude-bottleneck,1807.6524822695035,0.3846193226912026,0.10360648395973775,0.12514059446572495,0.08415724852289647,2845.595744680851,2488.645390070922,356.9503546099291
amplitude-wasserstein-2,1807.936170212766,0.41224162133202297,0.1112385296765106,0.22294148720326054,0.1749746466842368,2736.4397163120566,1365.7943262411347,1370.645390070922
life,1806.5990566037735,0.4286487168806322,0.11577181291027432,0.1895169101498495,0.1439367590160703,2664.7091194968552,1746.6006289308177,918.1084905660377
amplitude-wasserstein-1,1807.8936170212767,0.44897607747444845,0.12138826602920723,0.22799171235535498,0.17966425938207825,2582.872340425532,1400.3900709219859,1182.4822695035461
amplitude-landscape-2-2,1801.7304964539007,0.4959767246236192,0.13437455266757828,0.15974002362593218,0.11628609772093301,2449.595744680851,1963.4893617021276,486.1063829787234
bd2,1806.6761006289307,0.5068455510045434,0.13737761120754693,0.2561640069910978,0.20582490503097928,2443.2012578616354,1407.9512578616352,1035.25
amplitude-landscape-2-1,1801.7304964539007,0.5376431423143884,0.14588699081782552,0.15072211568986213,0.10791211551393767,2360.978723404255,2068.496453900709,292.4822695035461
amplitude-landscape-1-2,1801.7304964539007,0.6005334472711484,0.16326359255590311,0.17165947878409163,0.12735444152296616,2208.624113475177,1837.77304964539,370.8510638297872
landscape,1793.5704225352113,0.6079520612132854,0.16531335682417456,0.14376860610926054,0.10145512283704133,2103.699530516432,2217.518779342723,-113.81924882629107
amplitude-landscape-1-1,1801.7304964539007,0.7394533443842475,0.2016471832745161,0.15985077861162725,0.11638894422215275,1850.900709219858,1992.9148936170213,-142.01418439716312
amplitude-silhouette-2-1,1801.7304964539007,0.796433627583887,0.21739084501639772,0.12494651952413989,0.08397703154583502,1797.6524822695035,2477.659574468085,-680.0070921985815
amplitude-silhouette-2-2,1801.7304964539007,0.9299818836661498,0.25429025042318987,0.10731572002026205,0.06760516321592654,1403.340425531915,2834.801418439716,-1431.4609929078015
silhouette-1,1793.5774647887324,0.9449900082699294,0.2584369977518064,0.1207415185215049,0.08007228957839722,1453.9788732394366,2597.2300469483566,-1143.25117370892
silhouette-2,1793.5774647887324,1.0074921231888152,0.27570634251774073,0.10763181872508552,0.06789869082217527,1204.7323943661972,2860.652582159624,-1655.9201877934272
amplitude-silhouette-1-1,1801.7304964539007,1.024663154416432,0.28045070130689803,0.1438537785768885,0.10153421354560688,1412.2553191489362,2183.1560283687945,-770.9007092198582
amplitude-silhouette-1-2,1801.7304964539007,1.118389008528696,0.3063471704143342,0.12491899475929281,0.0839514721929657,1110.4893617021276,2498.9645390070923,-1388.4751773049645
