Stat,unique_values,score,normalized_score,IV,normalized_iv,QSDA_IDX,IV_IDX,IDX_DIFF
max,1800.284705882353,0.5218997336244751,0.14153708437370024,0.14014220739986716,0.09808766793694565,2369.524705882353,2457.3270588235296,-87.80235294117647
std,1798.7011764705883,0.5776012320053507,0.15692741765709148,0.12696712180961067,0.08585335227409036,2287.510588235294,2496.9529411764706,-209.44235294117647
norm-2,1800.4,0.6336916848885606,0.1724252191342837,0.1914838461902413,0.14576324554945544,2126.5623529411764,1940.5294117647059,186.0329411764706
mean,1800.3929411764707,0.7391089686620089,0.20155203220508316,0.20384664405268874,0.1572432750710177,1898.174117647059,1756.830588235294,141.3435294117647
norm-1,1800.3835294117648,0.7470483909430452,0.2037456959041675,0.1887630681223078,0.14323674524677135,1867.8494117647058,1881.2564705882353,-13.407058823529411
sum,1800.3835294117648,0.7470483909430452,0.2037456959041675,0.1887630681223078,0.14323674524677135,1867.8329411764705,1881.2588235294118,-13.425882352941176
