Stat,unique_values,score,normalized_score,IV,normalized_iv,QSDA_IDX,IV_IDX,IDX_DIFF
norm-1,1308.590588235294,0.8049468255485773,0.26883920535431144,0.1582165288074479,0.20311203448823603,2168.458823529412,2357.0470588235294,-188.58823529411765
sum,1308.590588235294,0.8049468255485773,0.26883920535431144,0.1582165288074479,0.20311203448823603,2168.4329411764706,2356.9929411764706,-188.56
norm-2,1308.595294117647,0.7000462730577333,0.2329141530451243,0.16750770755547686,0.22181857114248868,2209.2094117647057,2123.903529411765,85.30588235294118
max,1308.5482352941176,0.6501715844436303,0.21583368249638765,0.16880039787314285,0.2244212289392882,2233.5011764705882,2074.030588235294,159.47058823529412
std,1304.48,0.7513890239334395,0.2504973875192068,0.17064942520877383,0.2281439963692049,2033.28,2047.1176470588234,-13.83764705882353
mean,1308.585882352941,0.8879920206840974,0.29727950341213727,0.18069462887441054,0.24836866060898502,1838.3811764705883,1874.4988235294118,-36.11764705882353
