Feature,IV,IVs
channel-0 landscape dim-1 max,0.20468755381785053,"[0.03661414965001045, 0.13053670942521317, 0.6118624567752087, 0.38216412674468336, 0.26807155815991457, 0.08680730812680108, 0.06015423910902025, 0.2142987132541313, 0.05167872311567204]"
channel-0 landscape dim-1 mean,0.1642097503378969,"[0.037647688062661146, 0.1450018279150669, 0.5578747361458296, 0.369794639816789, 0.12680686436968763, 0.08212791162616519, 0.035067136754661485, 0.09180091916090052, 0.0317660291893105]"
channel-0 landscape dim-1 std,0.1858416018158253,"[0.0982971593867611, 0.143120121270042, 0.5454013007237631, 0.30174793095829944, 0.18086586778008698, 0.06909628726818853, 0.06056620016721997, 0.23971792418826438, 0.03376162459980212]"
channel-0 landscape dim-1 sum,0.1642097503378969,"[0.037647688062661146, 0.1450018279150669, 0.5578747361458296, 0.369794639816789, 0.12680686436968763, 0.08212791162616519, 0.035067136754661485, 0.09180091916090052, 0.0317660291893105]"
channel-0 landscape dim-1 norm-1,0.1642097503378969,"[0.037647688062661146, 0.1450018279150669, 0.5578747361458296, 0.369794639816789, 0.12680686436968763, 0.08212791162616519, 0.035067136754661485, 0.09180091916090052, 0.0317660291893105]"
channel-0 landscape dim-1 norm-2,0.17505460005786938,"[0.08616384085331803, 0.14686441259435104, 0.5454013007237631, 0.21251042781221607, 0.17710722452701855, 0.06438843840753943, 0.057544469208429455, 0.2484870538468138, 0.0370242325473749]"
channel-0 landscape dim-2 max,0.11058391384601853,"[0.027312785089020467, 0.0594495644044271, 0.14782126659765432, 0.26254271470341956, 0.06738775963263718, 0.04535854859495736, 0.028412340221210145, 0.2993573733339802, 0.057612872036860385]"
channel-0 landscape dim-2 mean,0.17032295660024943,"[0.02672851513542307, 0.07409877956146642, 0.5631610665405332, 0.33888443692183695, 0.07410889197815594, 0.05017353712706771, 0.04292363089721503, 0.23980815479245043, 0.12301959644809626]"
channel-0 landscape dim-2 std,0.15766225142669388,"[0.0408822531959253, 0.06364940025214304, 0.3107112055591803, 0.2910872285198254, 0.06646546408972037, 0.07298083747057063, 0.029145525042119362, 0.4264709594566278, 0.11756738925413257]"
channel-0 landscape dim-2 sum,0.17032295660024943,"[0.02672851513542307, 0.07409877956146642, 0.5631610665405332, 0.33888443692183695, 0.07410889197815594, 0.05017353712706771, 0.04292363089721503, 0.23980815479245043, 0.12301959644809626]"
channel-0 landscape dim-2 norm-1,0.17032295660024943,"[0.02672851513542307, 0.07409877956146642, 0.5631610665405332, 0.33888443692183695, 0.07410889197815594, 0.05017353712706771, 0.04292363089721503, 0.23980815479245043, 0.12301959644809626]"
channel-0 landscape dim-2 norm-2,0.15697066299342116,"[0.038014190530165914, 0.04570324225844273, 0.3227156421585799, 0.2910872285198254, 0.0668951324349782, 0.07298083747057063, 0.03130463853076511, 0.4264709594566278, 0.11756409558083489]"
channel-0 silhouette-1 dim-1 max,0.11498775910219165,"[0.03591022365830638, 0.08345203606064837, 0.25752013009520863, 0.36353150535785567, 0.07947466098543693, 0.039963999952928736, 0.016906567294229298, 0.08147272061597258, 0.07665798789913822]"
channel-0 silhouette-1 dim-1 mean,0.1775635412547634,"[0.0512654503637266, 0.17460082952036643, 0.43808924399228616, 0.5080830042497518, 0.1613901679863878, 0.05748436214871573, 0.028736438019056277, 0.12294019690511702, 0.055482178107462816]"
channel-0 silhouette-1 dim-1 std,0.13264210533896684,"[0.03427051237830229, 0.0609148932696093, 0.286747290867706, 0.4452370812782652, 0.0867810437931792, 0.04955555621945292, 0.055003641058493286, 0.10371230732471305, 0.07155662186098012]"
channel-0 silhouette-1 dim-1 sum,0.1775635412547634,"[0.0512654503637266, 0.17460082952036643, 0.43808924399228616, 0.5080830042497518, 0.1613901679863878, 0.05748436214871573, 0.028736438019056277, 0.12294019690511702, 0.055482178107462816]"
channel-0 silhouette-1 dim-1 norm-1,0.1775635412547634,"[0.0512654503637266, 0.17460082952036643, 0.43808924399228616, 0.5080830042497518, 0.1613901679863878, 0.05748436214871573, 0.028736438019056277, 0.12294019690511702, 0.055482178107462816]"
channel-0 silhouette-1 dim-1 norm-2,0.12461657688007187,"[0.05064312306669862, 0.07173890798493206, 0.2427289603561874, 0.39110511667424686, 0.07959635049790435, 0.058756513343504874, 0.06554974697438538, 0.09456797619074783, 0.06686249683203942]"
channel-0 silhouette-1 dim-2 max,0.12791977707046154,"[0.0460505300833311, 0.14441849224079853, 0.1205865328689555, 0.11579607443703088, 0.16563262728168737, 0.06549033224131129, 0.061319373749111006, 0.3489322782961622, 0.08305175243576583]"
channel-0 silhouette-1 dim-2 mean,0.12732349191386,"[0.04560702920721137, 0.09240642517653046, 0.17697783499425243, 0.30055416339515184, 0.08127652039091703, 0.05155942272816713, 0.05678770275880267, 0.22883092676425432, 0.11191140180945267]"
