,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 80.3)","(81.1, 198.7)","(199.5, 319.5)","(320.3, 508.3)","(509.1, 620.3)","(621.1, 701.1)","(701.9, 757.9)","(758.7, 877.1)","(877.9, 938.7)"
"Time length, sec",70.39999999999999,117.6,120.0,188.0,111.19999999999993,80.0,56.0,118.39999999999998,60.80000000000007
Number of epochs,81,129,132,214,126,94,65,135,70
