,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 115.5)","(116.5, 620.5)","(621.5, 776.5)","(777.5, 1104.5)","(1105.5, 1384.5)","(1386.5, 1840.5)","(1841.5, 2058.5)","(2059.5, 2345.5)"
"Time length, sec",105.0,504.0,155.0,327.0,279.0,454.0,217.0,286.0
Number of epochs,93,435,131,278,234,390,199,257
