,St_len_min,K_nb_max,N_cl_max,Cl_cen,Len_min,St_edges,N_stages,Longest_stage,Shortest_stage,Avg_stage_length,Ward_dist,Cen_dist,Silh,Cal-Har,Dav-Bold,Avg-Silh,Avg-Cal-Har,Avg-Dav-Bold
0,0,35,10,Median,40,[   0  528 1202 2017],3,815,528,672.3333333333334,528441.639485731,38.68149933279793,-0.003672767577916614,32.85921316850568,8.805707443714473,0.02607182840759166,34.238002383279145,7.3562218256121295
1,0,35,10,Mode,40,[   0  843 1746 2017],3,903,271,672.3333333333334,217354.1609829166,23.6424022353512,-0.021635019258547723,15.338220267237071,11.24174788307217,-0.0024490249864344412,14.387089681366037,10.527080528742472
2,0,35,10,Median,40,[   0  490  995 1784 2017],4,789,233,504.25,302616.2869668105,30.65047651913105,-0.017310832977146813,21.81856168375658,10.980719132242237,0.015498279785060576,20.032272585785243,9.94946426703118
3,0,35,10,Mode,40,[   0   93  843 1746 2017],4,903,93,504.25,165267.46831920158,29.517394205986026,-0.034275471332229926,14.079747174837044,10.026444146765042,-0.009119834760278793,10.948204563232979,9.14489799844287
4,0,35,10,Median,40,[   0   93  528 1122 1784 2017],5,662,93,403.4,258740.98343984992,32.37474054954104,-0.02959563202066781,19.096605463499984,9.391047043758629,0.008696893930725636,16.9628213038492,8.129797699241777
5,0,35,10,Mode,40,[   0   93  507  843 1746 2017],5,903,93,403.4,134017.67864573968,26.385205167336697,-0.030699002352197764,16.697534361269454,12.748153326502,0.0069327359662798155,9.141084130832615,10.93648851174395
6,0,35,10,Median,40,[   0   93  515  843 1163 1784 2017],6,621,93,336.1666666666667,168016.39524251645,30.430771605589353,-0.028574716815932155,16.9213976535418,10.140053616542486,0.014945733836083488,11.341998906756213,8.495694337056111
7,0,35,10,Mode,40,[   0   93  507  843 1169 1746 2017],6,577,93,336.1666666666667,164172.7809016179,29.89772853479989,-0.027734214637187685,16.910776383405643,10.645490523458589,0.014006648258328308,11.041878634392706,8.75095349733748
8,0,35,10,Median,40,[   0   93  515  843 1163 1746 2017],6,583,93,336.1666666666667,161979.5071131123,29.807288845811286,-0.027762583108320908,16.818244842420242,10.6847051298324,0.01417423006524838,10.902594134326218,8.8159690881869
9,0,35,10,Mode,40,[   0   93  507  843 1169 1746 2017],6,577,93,336.1666666666667,164172.7809016179,29.89772853479989,-0.027734214637187685,16.910776383405643,10.645490523458589,0.014006648258328308,11.041878634392706,8.75095349733748
