,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 116.5)","(117.5, 223.5)","(224.5, 298.5)","(299.5, 765.5)","(766.5, 924.5)","(926.5, 1059.5)","(1060.5, 1102.5)","(1103.5, 1154.5)","(1155.5, 1239.5)","(1240.5, 1304.5)"
"Time length, sec",108.0,106.0,74.0,466.0,158.0,133.0,42.0,51.0,84.0,64.0
Number of epochs,103,96,65,415,148,122,42,47,80,62
