,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 80.5)","(81.5, 127.5)","(128.5, 307.5)","(308.5, 463.5)","(464.5, 647.5)","(648.5, 711.5)","(712.5, 974.5)","(975.5, 1076.5)","(1077.5, 1155.5)","(1156.5, 1304.5)"
"Time length, sec",72.0,46.0,179.0,155.0,183.0,63.0,262.0,101.0,78.0,148.0
Number of epochs,67,47,159,137,163,57,241,94,74,141
