,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 513.5)","(514.5, 753.5)","(755.5, 1124.5)","(1125.5, 1359.5)","(1361.5, 1465.5)","(1468.5, 1791.5)","(1792.5, 2195.5)","(2196.5, 2345.5)"
"Time length, sec",503.0,239.0,369.0,234.0,104.0,323.0,403.0,149.0
Number of epochs,439,199,318,194,94,275,361,137
