,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 101.5)","(102.5, 217.5)","(218.5, 273.5)","(274.5, 770.5)","(771.5, 927.5)","(928.5, 990.5)","(991.5, 1059.5)","(1060.5, 1132.5)","(1133.5, 1178.5)","(1179.5, 1304.5)"
"Time length, sec",93.0,115.0,55.0,496.0,156.0,62.0,68.0,72.0,45.0,125.0
Number of epochs,88,105,49,442,145,57,63,68,41,122
