,0,1,2,3,4,5,6,7
"Start-end time, sec","(5.5, 88.5)","(89.5, 651.5)","(652.5, 1017.5)","(1018.5, 1196.5)","(1197.5, 1318.5)","(1319.5, 1445.5)","(1446.5, 1504.5)","(1511.5, 1765.5)"
"Time length, sec",83.0,562.0,365.0,178.0,121.0,126.0,58.0,254.0
Number of epochs,75,518,347,165,114,117,57,239
