,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 193.5)","(194.5, 323.5)","(324.5, 758.5)","(759.5, 1057.5)","(1059.5, 1519.5)","(1521.5, 1841.5)","(1842.5, 2047.5)","(2048.5, 2345.5)"
"Time length, sec",183.0,129.0,434.0,298.0,460.0,320.0,205.0,297.0
Number of epochs,163,111,368,255,394,271,187,268
