,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 116.5)","(117.5, 227.5)","(231.5, 582.5)","(583.5, 698.5)","(699.5, 787.5)","(788.5, 953.5)","(954.5, 1059.5)","(1060.5, 1155.5)","(1156.5, 1250.5)","(1251.5, 1304.5)"
"Time length, sec",108.0,110.0,351.0,115.0,88.0,165.0,105.0,95.0,94.0,53.0
Number of epochs,103,100,307,109,80,156,94,90,90,51
