,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 99.5)","(100.5, 219.5)","(220.5, 287.5)","(288.5, 770.5)","(771.5, 927.5)","(928.5, 989.5)","(990.5, 1059.5)","(1060.5, 1156.5)","(1161.5, 1238.5)","(1239.5, 1304.5)"
"Time length, sec",91.0,119.0,67.0,482.0,156.0,61.0,69.0,96.0,77.0,65.0
Number of epochs,86,109,58,431,145,56,64,91,77,63
