,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 72.5)","(73.5, 411.5)","(412.5, 646.5)","(647.5, 996.5)","(997.5, 1171.5)","(1172.5, 1389.5)","(1390.5, 2120.5)","(2121.5, 2345.5)"
"Time length, sec",62.0,338.0,234.0,349.0,174.0,217.0,730.0,224.0
Number of epochs,54,294,200,295,152,179,638,205
