,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 193.5)","(194.5, 377.5)","(378.5, 830.5)","(831.5, 1057.5)","(1059.5, 1519.5)","(1521.5, 1846.5)","(1847.5, 2078.5)","(2079.5, 2345.5)"
"Time length, sec",183.0,183.0,452.0,226.0,460.0,325.0,231.0,266.0
Number of epochs,163,157,381,196,394,275,209,242
