,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 116.5)","(117.5, 219.5)","(220.5, 299.5)","(300.5, 697.5)","(698.5, 769.5)","(770.5, 944.5)","(945.5, 1059.5)","(1060.5, 1177.5)","(1178.5, 1239.5)","(1240.5, 1304.5)"
"Time length, sec",108.0,102.0,79.0,397.0,71.0,174.0,114.0,117.0,61.0,64.0
Number of epochs,103,92,70,353,65,163,103,108,61,62
