,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 311.5)","(312.5, 473.5)","(474.5, 708.5)","(709.5, 1075.5)","(1076.5, 1465.5)","(1468.5, 1721.5)","(1722.5, 1871.5)","(1872.5, 2345.5)"
"Time length, sec",301.0,161.0,234.0,366.0,389.0,253.0,149.0,473.0
Number of epochs,262,142,195,312,333,221,124,428
