,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 88.5)","(89.5, 219.5)","(220.5, 285.5)","(286.5, 763.5)","(765.5, 943.5)","(944.5, 1005.5)","(1006.5, 1054.5)","(1055.5, 1156.5)","(1161.5, 1249.5)","(1250.5, 1304.5)"
"Time length, sec",80.0,130.0,65.0,477.0,178.0,61.0,48.0,101.0,88.0,54.0
Number of epochs,75,120,56,427,167,56,45,94,88,52
