,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(6.5, 148.5)","(149.5, 272.5)","(273.5, 638.5)","(639.5, 735.5)","(736.5, 1095.5)","(1096.5, 1220.5)","(1221.5, 1417.5)","(1418.5, 1553.5)","(1554.5, 1766.5)"
"Time length, sec",142.0,123.0,365.0,96.0,359.0,124.0,196.0,135.0,212.0
Number of epochs,141,118,334,92,331,118,184,130,203
