,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 192.5)","(193.5, 411.5)","(412.5, 581.5)","(582.5, 1104.5)","(1105.5, 1187.5)","(1188.5, 1481.5)","(1482.5, 2044.5)","(2045.5, 2345.5)"
"Time length, sec",182.0,218.0,169.0,522.0,82.0,293.0,562.0,300.0
Number of epochs,162,186,150,439,72,248,489,271
