,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 201.5)","(202.5, 426.5)","(427.5, 646.5)","(647.5, 1104.5)","(1105.5, 1238.5)","(1239.5, 1380.5)","(1381.5, 2059.5)","(2062.5, 2345.5)"
"Time length, sec",191.0,224.0,219.0,457.0,133.0,141.0,678.0,283.0
Number of epochs,169,193,186,389,113,118,593,256
