,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 156.5)","(157.5, 353.5)","(354.5, 516.5)","(517.5, 702.5)","(703.5, 819.5)","(820.5, 944.5)","(945.5, 1001.5)","(1002.5, 1165.5)","(1166.5, 1247.5)","(1248.5, 1304.5)"
"Time length, sec",148.0,196.0,162.0,185.0,116.0,124.0,56.0,163.0,81.0,56.0
Number of epochs,138,176,144,164,107,117,51,148,81,54
