,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 171.5)","(172.5, 515.5)","(516.5, 1204.5)","(1205.5, 1465.5)","(1468.5, 1655.5)","(1656.5, 2110.5)","(2111.5, 2300.5)","(2301.5, 2345.5)"
"Time length, sec",161.0,343.0,688.0,260.0,187.0,454.0,189.0,44.0
Number of epochs,143,298,584,219,166,393,170,44
