,0,1,2,3,4,5,6,7
"Start-end time, sec","(5.5, 88.5)","(89.5, 651.5)","(652.5, 1017.5)","(1018.5, 1196.5)","(1197.5, 1326.5)","(1327.5, 1444.5)","(1445.5, 1511.5)","(1512.5, 1765.5)"
"Time length, sec",83.0,562.0,365.0,178.0,129.0,117.0,66.0,253.0
Number of epochs,75,518,347,165,122,108,59,238
