,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 118.7)","(119.5, 198.7)","(199.5, 270.7)","(271.5, 508.3)","(509.1, 620.3)","(621.1, 713.1)","(713.9, 769.9)","(770.7, 877.1)","(877.9, 938.7)"
"Time length, sec",108.8,79.19999999999999,71.19999999999999,236.8,111.19999999999993,92.0,56.0,106.39999999999998,60.80000000000007
Number of epochs,124,86,81,265,126,108,65,121,70
