,St_len_min,K_nb_max,N_cl_max,N_stages,Cl_cen,St_edges,Ward_dist,Cen_dist,Silh,Cal-Har,Dav-Bold,Avg-Silh,Avg-Cal-Har,Avg-Dav-Bold,AMI,ARI,FMI
0,0,35,10,3,Median,"[0, 231, 681, 1046]",4564434.781531661,135.57213353763677,0.10515327222280792,310.5916027687433,5.754164476674117,0.2207890774621002,328.7960789857728,4.492382883556453,0.60040823124712,0.378187961466742,0.5578643549869945
1,0,35,10,3,Mode,"[0, 187, 681, 1046]",4299899.323660735,137.0391829411113,0.08907486235270316,287.4531751328136,6.913004410761651,0.21562018447523287,294.91322512607456,5.372117459286857,0.5612067680519863,0.3116021468278669,0.5084396675959847
2,0,35,10,3,Mean,"[0, 245, 732, 1046]",4445521.463445072,122.7175293673033,0.11454538551173604,306.98949748305324,13.331919034634168,0.2190837071117694,320.5538370130692,10.184825167170578,0.5703961765412003,0.36684306239551717,0.5506317565033702
3,0,35,10,4,Median,"[0, 231, 609, 856, 1046]",2920865.446484044,124.12983821255933,0.06830958241734036,238.35421333691065,3.5262219421591636,0.18196670697002973,213.51144438683164,2.615552640139727,0.6725872105931207,0.48561535528293825,0.6099159243705619
4,0,35,10,4,Mode,"[0, 187, 681, 856, 1046]",3871957.2010399136,164.0758105488774,0.030216011969499947,258.8746408866882,3.059649932827546,0.21870510938744744,263.75292223617487,1.4511560571963493,0.6623980626386546,0.3951275522660205,0.5547074715666005
5,0,35,10,4,Mean,"[0, 244, 618, 887, 1046]",2786339.3109802674,112.64972919251649,0.07385019134363388,222.78648394852962,4.663526610040558,0.16808636039688027,207.136542889883,3.4108561471054224,0.6436730449896952,0.4713082693145302,0.5993301647064614
6,0,35,10,5,Median,"[0, 187, 335, 609, 856, 1046]",1222839.3186032223,108.46685525710573,0.014929097378453953,208.60931529955548,3.9403642835838943,0.15861008960649958,103.66486311278453,2.1775538819031777,0.6750961152612113,0.45569464328249437,0.5578928999699292
7,0,35,10,5,Mode,"[0, 187, 340, 681, 856, 1046]",1930888.2096155998,140.56331039463674,0.02339913543886367,254.4224435052626,4.616494654244141,0.21278596427776614,160.18365147338375,1.3864221548768074,0.7047032690690924,0.46873673932180193,0.5737955120264764
8,0,35,10,5,Mean,"[0, 194, 326, 618, 887, 1046]",992227.4699520358,97.76788833491915,0.01045843790143824,194.06080838822592,4.872247193231553,0.14193884992926645,87.23055925960392,2.749779218888941,0.6409872059476469,0.42308173713063807,0.5339041770790208
9,0,35,10,6,Median,"[0, 187, 335, 556, 681, 912, 1046]",1460170.918863854,129.38382482040325,0.01064845174392805,211.27520415436834,3.3562616746541187,0.22061734789910212,126.46848822437585,1.588319255323734,0.7287407865388466,0.5281754008238906,0.6057327801860435
