,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 116.5)","(117.5, 249.5)","(250.5, 518.5)","(520.5, 697.5)","(698.5, 770.5)","(771.5, 944.5)","(945.5, 1059.5)","(1060.5, 1155.5)","(1156.5, 1250.5)","(1251.5, 1304.5)"
"Time length, sec",108.0,132.0,268.0,177.0,72.0,173.0,114.0,95.0,94.0,53.0
Number of epochs,103,118,239,158,66,162,103,90,90,51
