,Feature,true,internal,external,internal-diff,external-diff,Source,Algorithm,Dimension,Stat
1044,channel-4 bd2 dim-2 median,1.410090493508808,1.5612960865330938,1.5076568103350727,-0.1512055930242859,-0.0975663168262648,channel-4,bd2,dim-2,median
4807,channel-22 bd2 all norm-2,1.3992412532606957,1.558581907709233,1.5724507342258367,-0.1593406544485374,-0.173209480965141,channel-22,bd2,all,norm-2
6071,channel-28 bd2 dim-1 sum,1.3079325922535183,1.5513746328056244,1.3746383401781852,-0.243442040552106,-0.0667057479246668,channel-28,bd2,dim-1,sum
6077,channel-28 bd2 dim-1 norm-1,1.3079325922535183,1.5513746328056244,1.3746383401781852,-0.243442040552106,-0.0667057479246668,channel-28,bd2,dim-1,norm-1
6036,channel-28 life dim-1 mean,1.290592187391723,1.548772268888108,1.3419166721738898,-0.258180081496385,-0.0513244847821667,channel-28,life,dim-1,mean
1017,channel-4 bd2 all max,1.402052014502705,1.5480766780722977,1.4976147603386416,-0.1460246635695927,-0.0955627458359367,channel-4,bd2,all,max
1027,channel-4 bd2 all norm-2,1.4199923186193704,1.5472056906012208,1.49473820682525,-0.1272133719818504,-0.0747458882058795,channel-4,bd2,all,norm-2
6057,channel-28 bd2 all max,1.2820739828465348,1.542606328633843,1.3509878118573693,-0.2605323457873081,-0.0689138290108344,channel-28,bd2,all,max
178,channel-0 bd2 all mean,1.3809538122847471,1.5389018158836063,1.482308516893425,-0.1579480035988594,-0.1013547046086775,channel-0,bd2,all,mean
4818,channel-22 bd2 dim-1 norm-2,1.355715662624578,1.5242720690811815,1.5414740610122466,-0.1685564064566034,-0.1857583983876685,channel-22,bd2,dim-1,norm-2
183,channel-0 bd2 all percentile-75,1.380379845444018,1.5221301706098305,1.4365855889414372,-0.1417503251658125,-0.0562057434974192,channel-0,bd2,all,percentile-75
1028,channel-4 bd2 dim-1 max,1.3645648634266592,1.517325351974409,1.4517048525948268,-0.1527604885477498,-0.0871399891681676,channel-4,bd2,dim-1,max
835,channel-3 bd2 dim-2 percentile-75,1.3601795514584774,1.5167562625777258,1.4280559216077453,-0.1565767111192484,-0.0678763701492679,channel-3,bd2,dim-2,percentile-75
2499,channel-11 bd2 dim-1 mean,1.346274378282235,1.5126492352433687,1.4537087272648364,-0.1663748569611336,-0.1074343489826012,channel-11,bd2,dim-1,mean
6079,channel-28 bd2 dim-2 max,1.23915273148551,1.5105153622661152,1.2994943130678407,-0.2713626307806052,-0.0603415815823307,channel-28,bd2,dim-2,max
810,channel-3 bd2 all sum,1.29856098230628,1.5099289607883868,1.3924244266839958,-0.2113679784821067,-0.0938634443777157,channel-3,bd2,all,sum
816,channel-3 bd2 all norm-1,1.29856098230628,1.5099289607883868,1.3924244266839958,-0.2113679784821067,-0.0938634443777157,channel-3,bd2,all,norm-1
5998,channel-28 amplitude-landscape-1-2 norm-1,1.255235536741011,1.5053903823026933,1.3125496046055347,-0.2501548455616822,-0.0573140678645236,channel-28,amplitude-landscape-1-2,norm-1,
192,channel-0 bd2 dim-1 percentile-25,1.3053000657164184,1.5014546762292755,1.3985047284120236,-0.1961546105128571,-0.0932046626956051,channel-0,bd2,dim-1,percentile-25
6030,channel-28 life all percentile-75,1.199575221049726,1.4966673885554247,1.2867442888387903,-0.2970921675056985,-0.0871690677890641,channel-28,life,all,percentile-75
193,channel-0 bd2 dim-1 median,1.3083418543021934,1.495132305201447,1.4006961055789375,-0.1867904508992532,-0.0923542512767441,channel-0,bd2,dim-1,median
2508,channel-11 bd2 dim-1 norm-2,1.3393617796404371,1.4937777624608066,1.4180355684517272,-0.1544159828203692,-0.0786737888112898,channel-11,bd2,dim-1,norm-2
194,channel-0 bd2 dim-1 percentile-75,1.3255710468478408,1.4884501110541,1.389873057638219,-0.1628790642062592,-0.0643020107903782,channel-0,bd2,dim-1,percentile-75
985,channel-4 life all mean,1.3169268028905583,1.4882631828220638,1.424785610294814,-0.1713363799315053,-0.1078588074042554,channel-4,life,all,mean
182,channel-0 bd2 all median,1.3227499262790954,1.4834338606542692,1.407884815374921,-0.1606839343751738,-0.0851348890958256,channel-0,bd2,all,median
1657,channel-7 bd2 all norm-2,1.3406092829066252,1.4829362310157692,1.4005286599405078,-0.142326948109144,-0.0599193770338826,channel-7,bd2,all,norm-2
2502,channel-11 bd2 dim-1 percentile-25,1.3363136887181208,1.4814478793842902,1.424776603762298,-0.1451341906661694,-0.0884629150441771,channel-11,bd2,dim-1,percentile-25
198,channel-0 bd2 dim-1 norm-2,1.3080777581752456,1.4768013445597787,1.3701029732726735,-0.1687235863845331,-0.062025215097428,channel-0,bd2,dim-1,norm-2
2488,channel-11 bd2 all mean,1.3186456515136116,1.4756618726876998,1.411712271659822,-0.1570162211740882,-0.0930666201462104,channel-11,bd2,all,mean
181,channel-0 bd2 all percentile-25,1.2955543774066762,1.4707668270850112,1.387429107544912,-0.1752124496783349,-0.0918747301382358,channel-0,bd2,all,percentile-25
1648,channel-7 bd2 all mean,1.369549639578183,1.469758370303416,1.3889975329678683,-0.100208730725233,-0.0194478933896855,channel-7,bd2,all,mean
6045,channel-28 life dim-1 norm-2,1.2243923631342504,1.4660272657307278,1.2794129134660142,-0.2416349025964774,-0.0550205503317637,channel-28,life,dim-1,norm-2
5980,channel-28 amplitude-wasserstein-2 dim-1,1.2243923631342504,1.4660272657307278,1.2794129134660142,-0.2416349025964774,-0.0550205503317637,channel-28,amplitude-wasserstein-2,dim-1,
2079,channel-9 bd2 dim-1 mean,1.2853981096533995,1.4659399556935844,1.3584480812067867,-0.1805418460401848,-0.0730499715533872,channel-9,bd2,dim-1,mean
200,channel-0 bd2 dim-2 mean,1.3127927602764369,1.4615882164006726,1.396985969575007,-0.1487954561242357,-0.0841932092985704,channel-0,bd2,dim-2,mean
4798,channel-22 bd2 all mean,1.2963382674300186,1.459917546683855,1.4815719739421995,-0.1635792792538364,-0.1852337065121809,channel-22,bd2,all,mean
2491,channel-11 bd2 all percentile-25,1.3158094175067707,1.4585802495419489,1.414178336050901,-0.1427708320351781,-0.0983689185441303,channel-11,bd2,all,percentile-25
6068,channel-28 bd2 dim-1 max,1.2617996930229924,1.4566177083780023,1.3076347248255953,-0.1948180153550101,-0.0458350318026028,channel-28,bd2,dim-1,max
1668,channel-7 bd2 dim-1 norm-2,1.29991665028956,1.4549088122330551,1.363473103428042,-0.154992161943495,-0.063556453138482,channel-7,bd2,dim-1,norm-2
1039,channel-4 bd2 dim-2 max,1.3233290417860055,1.4507488350137765,1.3764169949750906,-0.1274197932277709,-0.0530879531890851,channel-4,bd2,dim-2,max
4801,channel-22 bd2 all percentile-25,1.2969245044364577,1.4506006823517708,1.4678208178287957,-0.1536761779153133,-0.170896313392338,channel-22,bd2,all,percentile-25
1659,channel-7 bd2 dim-1 mean,1.3684460954917963,1.4502990915740512,1.3779569288826423,-0.0818529960822547,-0.009510833390846,channel-7,bd2,dim-1,mean
775,channel-3 life all mean,1.2921151587865076,1.4488975458713818,1.357085144899728,-0.1567823870848741,-0.0649699861132202,channel-3,life,all,mean
6029,channel-28 life all median,1.176127502760035,1.4488233502675794,1.2772386186879754,-0.2726958475075443,-0.1011111159279403,channel-28,life,all,median
4812,channel-22 bd2 dim-1 percentile-25,1.279284380273897,1.4477695308982652,1.4622556915181852,-0.1684851506243685,-0.1829713112442885,channel-22,bd2,dim-1,percentile-25
996,channel-4 life dim-1 mean,1.3123560118348043,1.4472855367795394,1.3898371931063656,-0.1349295249447348,-0.077481181271561,channel-4,life,dim-1,mean
6026,channel-28 life all std,1.214643935285847,1.4451397507874324,1.2295757366664215,-0.2304958155015857,-0.0149318013805748,channel-28,life,all,std
1652,channel-7 bd2 all median,1.3304586655769897,1.4419915734306106,1.3582145336287468,-0.1115329078536209,-0.0277558680517571,channel-7,bd2,all,median
4817,channel-22 bd2 dim-1 norm-1,1.295059780253381,1.4414939018134447,1.472186056564928,-0.1464341215600637,-0.1771262763115471,channel-22,bd2,dim-1,norm-1
4811,channel-22 bd2 dim-1 sum,1.295059780253381,1.4414939018134447,1.472186056564928,-0.1464341215600637,-0.1771262763115471,channel-22,bd2,dim-1,sum
958,channel-4 amplitude-landscape-1-2 norm-1,1.276316134807182,1.4410839420646506,1.3720135549239534,-0.1647678072574687,-0.0956974201167715,channel-4,amplitude-landscape-1-2,norm-1,
5999,channel-28 amplitude-landscape-1-2 norm-2,1.2014351824515344,1.4410638609684814,1.262410316457789,-0.239628678516947,-0.0609751340062545,channel-28,amplitude-landscape-1-2,norm-2,
964,channel-4 amplitude-landscape-2-2 dim-1,1.2811134691984043,1.4407819840189986,1.3379173425687074,-0.159668514820594,-0.0568038733703029,channel-4,amplitude-landscape-2-2,dim-1,
2497,channel-11 bd2 all norm-2,1.2826734409786429,1.4370372777256868,1.3580882660667892,-0.1543638367470441,-0.0754148250881465,channel-11,bd2,all,norm-2
5983,channel-28 amplitude-wasserstein-2 norm-2,1.1963769069029446,1.4362010989474243,1.250040821031054,-0.2398241920444799,-0.0536639141281092,channel-28,amplitude-wasserstein-2,norm-2,
6034,channel-28 life all norm-2,1.1963769069029446,1.4362010989474243,1.250040821031054,-0.2398241920444799,-0.0536639141281092,channel-28,life,all,norm-2
2493,channel-11 bd2 all percentile-75,1.2890872889391476,1.4329376469671646,1.3833716717179054,-0.143850358028017,-0.0942843827787578,channel-11,bd2,all,percentile-75
4809,channel-22 bd2 dim-1 mean,1.2857515339565255,1.4322568147832926,1.4608927492479968,-0.146505280826767,-0.1751412152914713,channel-22,bd2,dim-1,mean
4800,channel-22 bd2 all sum,1.3153827100788664,1.4319271769276736,1.4452708605416948,-0.1165444668488071,-0.1298881504628284,channel-22,bd2,all,sum
4806,channel-22 bd2 all norm-1,1.3153827100788664,1.4319271769276736,1.4452708605416948,-0.1165444668488071,-0.1298881504628284,channel-22,bd2,all,norm-1
2503,channel-11 bd2 dim-1 median,1.290269049902773,1.4315310725605088,1.373638829507015,-0.1412620226577359,-0.083369779604242,channel-11,bd2,dim-1,median
966,channel-4 amplitude-landscape-2-2 norm-1,1.2917979102086228,1.4314504804409474,1.3614922594229533,-0.1396525702323245,-0.0696943492143304,channel-4,amplitude-landscape-2-2,norm-1,
6007,channel-28 amplitude-landscape-2-2 norm-2,1.192921177024796,1.4308769544046078,1.236441472603511,-0.2379557773798117,-0.0435202955787146,channel-28,amplitude-landscape-2-2,norm-2,
6041,channel-28 life dim-1 percentile-75,1.2041204538805568,1.4299850217592462,1.2574317490975808,-0.2258645678786894,-0.053311295217024,channel-28,life,dim-1,percentile-75
956,channel-4 amplitude-landscape-1-2 dim-1,1.2705790965857982,1.429459345208088,1.354367000789588,-0.1588802486222897,-0.0837879042037899,channel-4,amplitude-landscape-1-2,dim-1,
6006,channel-28 amplitude-landscape-2-2 norm-1,1.17274568373996,1.4280340774706564,1.24013718615779,-0.2552883937306964,-0.0673915024178299,channel-28,amplitude-landscape-2-2,norm-1,
959,channel-4 amplitude-landscape-1-2 norm-2,1.278555624163415,1.427090956617855,1.3568828369774182,-0.1485353324544398,-0.0783272128140031,channel-4,amplitude-landscape-1-2,norm-2,
2068,channel-9 bd2 all mean,1.2541080573928585,1.4267411666290242,1.3458468094389529,-0.1726331092361657,-0.0917387520460943,channel-9,bd2,all,mean
6011,channel-28 amplitude-silhouette-1-1 norm-2,1.170091776427587,1.425910859349966,1.2001385707986714,-0.2558190829223787,-0.0300467943710842,channel-28,amplitude-silhouette-1-1,norm-2,
2492,channel-11 bd2 all median,1.2893050178290273,1.4234749024952411,1.3764274287533351,-0.134169884666214,-0.0871224109243078,channel-11,bd2,all,median
1663,channel-7 bd2 dim-1 median,1.325521303311508,1.4221583435146474,1.3368227073336556,-0.0966370402031393,-0.0113014040221475,channel-7,bd2,dim-1,median
6010,channel-28 amplitude-silhouette-1-1 norm-1,1.186790398599684,1.4206546244617502,1.226448863296413,-0.2338642258620662,-0.039658464696729,channel-28,amplitude-silhouette-1-1,norm-1,
954,channel-4 amplitude-landscape-1-1 norm-1,1.265313938628733,1.4206205039722872,1.3512804828892349,-0.1553065653435539,-0.0859665442605015,channel-4,amplitude-landscape-1-1,norm-1,
962,channel-4 amplitude-landscape-2-1 norm-1,1.2782919378306994,1.4204018340682036,1.3472960312321018,-0.1421098962375042,-0.0690040934014024,channel-4,amplitude-landscape-2-1,norm-1,
3969,channel-18 bd2 dim-1 mean,1.2323526544181689,1.4184522065613183,1.3642086471692108,-0.1860995521431496,-0.1318559927510421,channel-18,bd2,dim-1,mean
4802,channel-22 bd2 all median,1.251997057718035,1.417858670973824,1.4226122245542825,-0.1658616132557888,-0.1706151668362472,channel-22,bd2,all,median
786,channel-3 life dim-1 mean,1.2714683852480984,1.4171039943546155,1.336916654101446,-0.1456356091065171,-0.0654482688533477,channel-3,life,dim-1,mean
1653,channel-7 bd2 all percentile-75,1.258579748073117,1.4141783863435458,1.3184285405223666,-0.155598638270429,-0.0598487924492499,channel-7,bd2,all,percentile-75
967,channel-4 amplitude-landscape-2-2 norm-2,1.259621553916411,1.413377171870192,1.3248384359055505,-0.1537556179537809,-0.0652168819891392,channel-4,amplitude-landscape-2-2,norm-2,
963,channel-4 amplitude-landscape-2-1 norm-2,1.2574842883149056,1.4130958964507367,1.3289805540798836,-0.1556116081358312,-0.071496265764978,channel-4,amplitude-landscape-2-1,norm-2,
5994,channel-28 amplitude-landscape-1-1 norm-1,1.2012879406246295,1.4130879791841555,1.2430719261882337,-0.211800038559526,-0.0417839855636039,channel-28,amplitude-landscape-1-1,norm-1,
2083,channel-9 bd2 dim-1 median,1.2410050751417503,1.4110636960032727,1.3005406285208851,-0.1700586208615224,-0.0595355533791348,channel-9,bd2,dim-1,median
1651,channel-7 bd2 all percentile-25,1.3299434015512517,1.4106462747500426,1.3323153845928963,-0.0807028731987908,-0.0023719830416446,channel-7,bd2,all,percentile-25
2504,channel-11 bd2 dim-1 percentile-75,1.2764286139022292,1.4099900259147915,1.3523279293061492,-0.1335614120125623,-0.07589931540392,channel-11,bd2,dim-1,percentile-75
955,channel-4 amplitude-landscape-1-1 norm-2,1.2545639873987682,1.408524312019262,1.335665130882035,-0.1539603246204937,-0.0811011434832669,channel-4,amplitude-landscape-1-1,norm-2,
187,channel-0 bd2 all norm-2,1.2509657542053396,1.4059493912086916,1.3294605165335214,-0.1549836370033519,-0.0784947623281817,channel-0,bd2,all,norm-2
2084,channel-9 bd2 dim-1 percentile-75,1.220438647849693,1.4050967850801417,1.2907440590985142,-0.1846581372304485,-0.0703054112488212,channel-9,bd2,dim-1,percentile-75
839,channel-3 bd2 dim-2 norm-2,1.1896264109668822,1.403987343941716,1.2360678340550808,-0.2143609329748337,-0.0464414230881986,channel-3,bd2,dim-2,norm-2
960,channel-4 amplitude-landscape-2-1 dim-1,1.2273246145554837,1.4037810865228373,1.289420515883687,-0.1764564719673536,-0.0620959013282029,channel-4,amplitude-landscape-2-1,dim-1,
872,channel-4 landscape dim-1 norm-2,1.2273246145554837,1.4037810865228373,1.289420515883687,-0.1764564719673536,-0.0620959013282029,channel-4,landscape,dim-1,norm-2
5996,channel-28 amplitude-landscape-1-2 dim-1,1.1911451792054044,1.4025660182438802,1.2360360737569247,-0.2114208390384757,-0.0448908945515202,channel-28,amplitude-landscape-1-2,dim-1,
1662,channel-7 bd2 dim-1 percentile-25,1.3121687595154674,1.4019525518155782,1.3306132557613968,-0.0897837923001108,-0.0184444962459293,channel-7,bd2,dim-1,percentile-25
864,channel-4 landscape dim-1 std,1.2216050903537656,1.4006927122342698,1.2930412935303357,-0.1790876218805042,-0.0714362031765698,channel-4,landscape,dim-1,std
4813,channel-22 bd2 dim-1 median,1.2568550710265318,1.3970847239050732,1.4172555421140056,-0.1402296528785414,-0.1604004710874738,channel-22,bd2,dim-1,median
863,channel-4 landscape dim-1 mean,1.2357121142498964,1.395096272166468,1.3126190354028824,-0.1593841579165718,-0.076906921152986,channel-4,landscape,dim-1,mean
865,channel-4 landscape dim-1 sum,1.2357121142498964,1.395096272166468,1.3126190354028824,-0.1593841579165718,-0.076906921152986,channel-4,landscape,dim-1,sum
871,channel-4 landscape dim-1 norm-1,1.2357121142498964,1.395096272166468,1.3126190354028824,-0.1593841579165718,-0.076906921152986,channel-4,landscape,dim-1,norm-1
952,channel-4 amplitude-landscape-1-1 dim-1,1.2357121142498964,1.395096272166468,1.3126190354028824,-0.1593841579165718,-0.076906921152986,channel-4,amplitude-landscape-1-1,dim-1,
986,channel-4 life all std,1.2302056052546526,1.3928153501661578,1.3216704306101232,-0.1626097449115051,-0.0914648253554706,channel-4,life,all,std
971,channel-4 amplitude-silhouette-1-1 norm-2,1.237341930384005,1.392462757193172,1.325115596615908,-0.155120826809167,-0.087773666231903,channel-4,amplitude-silhouette-1-1,norm-2,
6066,channel-28 bd2 all norm-1,1.1120351545558624,1.3919509940699517,1.224895852086699,-0.279915839514089,-0.1128606975308366,channel-28,bd2,all,norm-1
6060,channel-28 bd2 all sum,1.1120351545558624,1.3919509940699517,1.224895852086699,-0.279915839514089,-0.1128606975308366,channel-28,bd2,all,sum
3958,channel-18 bd2 all mean,1.2158728391881473,1.3915483308020318,1.3473491904842672,-0.1756754916138845,-0.1314763512961199,channel-18,bd2,all,mean
6037,channel-28 life dim-1 std,1.1750959946475852,1.388648751012746,1.1744928749539263,-0.2135527563651609,0.0006031196936586,channel-28,life,dim-1,std
1037,channel-4 bd2 dim-1 norm-1,1.2685776285352477,1.388358455976359,1.3278384050812495,-0.1197808274411114,-0.059260776546002,channel-4,bd2,dim-1,norm-1
1031,channel-4 bd2 dim-1 sum,1.2685776285352477,1.388358455976359,1.3278384050812495,-0.1197808274411114,-0.059260776546002,channel-4,bd2,dim-1,sum
990,channel-4 life all percentile-75,1.2455743059889053,1.3881395937950418,1.3160903444303746,-0.1425652878061365,-0.0705160384414693,channel-4,life,all,percentile-75
791,channel-3 life dim-1 percentile-75,1.266576178353764,1.3875063238766572,1.3145564377791257,-0.1209301455228932,-0.0479802594253617,channel-3,life,dim-1,percentile-75
943,channel-4 amplitude-wasserstein-2 norm-2,1.2532839384297767,1.387114861806221,1.3264782663065209,-0.1338309233764443,-0.0731943278767439,channel-4,amplitude-wasserstein-2,norm-2,
994,channel-4 life all norm-2,1.2532839384297767,1.387114861806221,1.3264782663065209,-0.1338309233764443,-0.0731943278767439,channel-4,life,all,norm-2
4803,channel-22 bd2 all percentile-75,1.2204937068356776,1.3858356381179746,1.3948476949410131,-0.165341931282297,-0.1743539881053357,channel-22,bd2,all,percentile-75
2072,channel-9 bd2 all median,1.2591757126526406,1.385796363890469,1.3038051154439303,-0.1266206512378282,-0.0446294027912899,channel-9,bd2,all,median
780,channel-3 life all percentile-75,1.274824423348225,1.3856891712817785,1.3122144182123212,-0.1108647479335531,-0.0373899948640961,channel-3,life,all,percentile-75
177,channel-0 bd2 all max,1.216476141160466,1.3844813951632626,1.2809905441347773,-0.1680052540027965,-0.0645144029743112,channel-0,bd2,all,max
6008,channel-28 amplitude-silhouette-1-1 dim-1,1.1429007166281129,1.383427776809833,1.151450687048668,-0.2405270601817204,-0.0085499704205553,channel-28,amplitude-silhouette-1-1,dim-1,
5927,channel-28 silhouette-1 dim-1 sum,1.1429007166281129,1.383427776809833,1.151450687048668,-0.2405270601817204,-0.0085499704205553,channel-28,silhouette-1,dim-1,sum
5925,channel-28 silhouette-1 dim-1 mean,1.1429007166281129,1.383427776809833,1.151450687048668,-0.2405270601817204,-0.0085499704205553,channel-28,silhouette-1,dim-1,mean
5933,channel-28 silhouette-1 dim-1 norm-1,1.1429007166281129,1.383427776809833,1.151450687048668,-0.2405270601817204,-0.0085499704205553,channel-28,silhouette-1,dim-1,norm-1
807,channel-3 bd2 all max,1.2364712008700152,1.382171600190381,1.316730888355024,-0.1457003993203658,-0.0802596874850087,channel-3,bd2,all,max
205,channel-0 bd2 dim-2 percentile-75,1.2430275831111854,1.3803066479691135,1.3195785221937388,-0.137279064857928,-0.0765509390825534,channel-0,bd2,dim-2,percentile-75
609,channel-2 bd2 dim-1 mean,1.2612354053119583,1.379189581723438,1.3354099703672626,-0.1179541764114797,-0.0741745650553042,channel-2,bd2,dim-1,mean
6040,channel-28 life dim-1 median,1.122367482602556,1.378995693152707,1.1883176887053992,-0.2566282105501509,-0.0659502061028431,channel-28,life,dim-1,median
970,channel-4 amplitude-silhouette-1-1 norm-1,1.195710203293617,1.378297762484492,1.2787508062312911,-0.182587559190875,-0.083040602937674,channel-4,amplitude-silhouette-1-1,norm-1,
3972,channel-18 bd2 dim-1 percentile-25,1.184247688934951,1.3770790582106796,1.3481518535069117,-0.1928313692757286,-0.1639041645719607,channel-18,bd2,dim-1,percentile-25
