,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 118.7)","(119.5, 189.1)","(190.7, 309.1)","(309.9, 508.3)","(509.1, 620.3)","(621.1, 717.1)","(719.5, 769.9)","(770.7, 877.1)","(877.9, 938.7)"
"Time length, sec",108.8,69.6,118.40000000000003,198.40000000000003,111.19999999999993,96.0,50.39999999999998,106.39999999999998,60.80000000000007
Number of epochs,124,75,133,224,126,113,60,121,70
