,0,1,2,3,4,5,6,7
"Start-end time, sec","(6.5, 130.5)","(131.5, 380.5)","(381.5, 494.5)","(495.5, 619.5)","(620.5, 938.5)","(939.5, 1429.5)","(1430.5, 1784.5)","(1785.5, 1905.5)"
"Time length, sec",124.0,249.0,113.0,124.0,318.0,490.0,354.0,120.0
Number of epochs,120,236,112,115,300,475,337,115
