,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 411.5)","(412.5, 593.5)","(596.5, 871.5)","(873.5, 1079.5)","(1081.5, 1324.5)","(1325.5, 1614.5)","(1615.5, 2101.5)","(2102.5, 2345.5)"
"Time length, sec",401.0,181.0,275.0,206.0,243.0,289.0,486.0,243.0
Number of epochs,348,159,230,178,202,258,420,222
