,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 86.5)","(87.5, 411.5)","(412.5, 620.5)","(621.5, 878.5)","(879.5, 1293.5)","(1294.5, 1401.5)","(1402.5, 2101.5)","(2102.5, 2345.5)"
"Time length, sec",76.0,324.0,208.0,257.0,414.0,107.0,699.0,243.0
Number of epochs,66,282,180,214,349,95,609,222
