,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 434.5)","(436.5, 620.5)","(621.5, 859.5)","(860.5, 1240.5)","(1242.5, 1463.5)","(1464.5, 1555.5)","(1557.5, 2111.5)","(2112.5, 2345.5)"
"Time length, sec",424.0,184.0,238.0,380.0,221.0,91.0,554.0,233.0
Number of epochs,370,158,200,324,190,79,483,213
