name,unique_values,score,normalized_score,IV,normalized_iv,QSDA_IDX,IV_IDX,IDX_DIFF,Source,Algorithm,Dimension,Stat
channel-0 landscape dim-1 max,1419,0.5844195379653621,0.1378517204098979,0.27585562793122503,0.06602166201010776,3592,3306,286,channel-0,landscape,dim-1,max
channel-0 landscape dim-1 mean,1419,1.225437405007226,0.3057011572900289,0.46116041522305895,0.11867844313748822,1924,2525,-601,channel-0,landscape,dim-1,mean
channel-0 landscape dim-1 std,1419,0.9922939078105876,0.2446529295747716,0.43314568391774194,0.11071769049722732,2458,2615,-157,channel-0,landscape,dim-1,std
channel-0 landscape dim-1 sum,1419,1.225437405007226,0.3057011572900289,0.46116041522305895,0.11867844313748822,1923,2524,-601,channel-0,landscape,dim-1,sum
channel-0 landscape dim-1 norm-1,1419,1.225437405007226,0.3057011572900289,0.46116041522305895,0.11867844313748822,1922,2523,-601,channel-0,landscape,dim-1,norm-1
channel-0 landscape dim-1 norm-2,1419,1.2416047151546614,0.3099345399204326,0.4437430790467814,0.11372907905326811,1875,2572,-697,channel-0,landscape,dim-1,norm-2
channel-0 landscape dim-2 max,1417,0.9464744861306836,0.2326551920348868,0.2314311662788315,0.05339786967252642,2556,3508,-952,channel-0,landscape,dim-2,max
channel-0 landscape dim-2 mean,1417,1.1271035391905253,0.2799526019810368,0.33963409986828,0.08414514973273865,2133,3004,-871,channel-0,landscape,dim-2,mean
channel-0 landscape dim-2 std,1417,0.9341260572946152,0.2294217769725994,0.29444744128076517,0.07130476915814951,2596,3199,-603,channel-0,landscape,dim-2,std
channel-0 landscape dim-2 sum,1417,1.127103539190525,0.2799526019810367,0.33963409986828,0.08414514973273865,2134,3005,-871,channel-0,landscape,dim-2,sum
channel-0 landscape dim-2 norm-1,1417,1.127103539190525,0.2799526019810367,0.33963409986828,0.08414514973273865,2135,3003,-868,channel-0,landscape,dim-2,norm-1
channel-0 landscape dim-2 norm-2,1417,0.9418946263356404,0.2314559635467084,0.29571870772788333,0.07166601616120216,2570,3196,-626,channel-0,landscape,dim-2,norm-2
channel-0 silhouette-1 dim-1 max,1419,0.5112442796546358,0.1186909036331459,0.23383944716071542,0.054082214211833436,3777,3499,278,channel-0,silhouette-1,dim-1,max
channel-0 silhouette-1 dim-1 mean,1419,1.7012027773342586,0.4302795098415388,0.4708133085547005,0.1214214391433588,1003,2506,-1503,channel-0,silhouette-1,dim-1,mean
channel-0 silhouette-1 dim-1 std,1419,1.36410786745834,0.3420117817375791,0.35479124687867414,0.0884522514774167,1588,2920,-1332,channel-0,silhouette-1,dim-1,std
channel-0 silhouette-1 dim-1 sum,1419,1.701202777334258,0.4302795098415386,0.4708133085547005,0.1214214391433588,1006,2504,-1498,channel-0,silhouette-1,dim-1,sum
channel-0 silhouette-1 dim-1 norm-1,1419,1.701202777334258,0.4302795098415386,0.4708133085547005,0.1214214391433588,1005,2505,-1500,channel-0,silhouette-1,dim-1,norm-1
channel-0 silhouette-1 dim-1 norm-2,1419,1.2410989966946016,0.309802118402866,0.3549347951922928,0.08849304260991733,1879,2916,-1037,channel-0,silhouette-1,dim-1,norm-2
channel-0 silhouette-1 dim-2 max,1417,0.7886249845511495,0.1913225688520078,0.15461142058811775,0.031568533289940665,3047,4051,-1004,channel-0,silhouette-1,dim-2,max
channel-0 silhouette-1 dim-2 mean,1417,1.3196930108991514,0.3303818271826856,0.22808920151128304,0.05244820663428514,1695,3551,-1856,channel-0,silhouette-1,dim-2,mean
channel-0 silhouette-1 dim-2 std,1417,0.910013701039998,0.2231079975488407,0.18401910247279196,0.039925111072392605,2651,3809,-1158,channel-0,silhouette-1,dim-2,std
channel-0 silhouette-1 dim-2 sum,1417,1.3196930108991565,0.330381827182687,0.22808920151128304,0.05244820663428514,1693,3553,-1860,channel-0,silhouette-1,dim-2,sum
channel-0 silhouette-1 dim-2 norm-1,1417,1.3196930108991565,0.330381827182687,0.22808920151128304,0.05244820663428514,1692,3554,-1862,channel-0,silhouette-1,dim-2,norm-1
channel-0 silhouette-1 dim-2 norm-2,1417,0.9153703967691904,0.2245106392034835,0.18328808294409843,0.039717382303563586,2642,3814,-1172,channel-0,silhouette-1,dim-2,norm-2
channel-0 silhouette-2 dim-1 max,1419,1.7106650079884815,0.4327571788248863,0.18029297514803758,0.03886628321446284,986,3841,-2855,channel-0,silhouette-2,dim-1,max
channel-0 silhouette-2 dim-1 mean,1419,1.872994706590562,0.4752629339686835,0.3536694127785814,0.08813346763198489,769,2924,-2155,channel-0,silhouette-2,dim-1,mean
channel-0 silhouette-2 dim-1 std,1419,1.5536283095573769,0.3916373867622816,0.27364701690182663,0.06539405627325547,1221,3324,-2103,channel-0,silhouette-2,dim-1,std
channel-0 silhouette-2 dim-1 sum,1419,1.872994706590564,0.475262933968684,0.3536694127785814,0.08813346763198489,767,2927,-2160,channel-0,silhouette-2,dim-1,sum
channel-0 silhouette-2 dim-1 norm-1,1419,1.872994706590564,0.475262933968684,0.3536694127785814,0.08813346763198489,768,2926,-2158,channel-0,silhouette-2,dim-1,norm-1
channel-0 silhouette-2 dim-1 norm-2,1419,1.9492915539665137,0.4952411335263355,0.28115482966523225,0.06752749955448809,660,3270,-2610,channel-0,silhouette-2,dim-1,norm-2
channel-0 silhouette-2 dim-2 max,1417,1.0532513050155468,0.2606145202270688,0.148223247047516,0.029753250151025167,2294,4093,-1799,channel-0,silhouette-2,dim-2,max
channel-0 silhouette-2 dim-2 mean,1417,1.3472018651682454,0.3375849738275567,0.1724660550249685,0.036642161399558705,1626,3884,-2258,channel-0,silhouette-2,dim-2,mean
channel-0 silhouette-2 dim-2 std,1417,1.1403596506711502,0.2834236921980865,0.1564055261981009,0.03207835188559037,2094,4035,-1941,channel-0,silhouette-2,dim-2,std
channel-0 silhouette-2 dim-2 sum,1417,1.3472018651682451,0.3375849738275567,0.1724660550249685,0.036642161399558705,1627,3885,-2258,channel-0,silhouette-2,dim-2,sum
channel-0 silhouette-2 dim-2 norm-1,1417,1.3472018651682451,0.3375849738275567,0.1724660550249685,0.036642161399558705,1628,3886,-2258,channel-0,silhouette-2,dim-2,norm-1
channel-0 silhouette-2 dim-2 norm-2,1417,1.143620688148131,0.2842775893081346,0.15656685197282555,0.032124194716388374,2078,4033,-1955,channel-0,silhouette-2,dim-2,norm-2
channel-0 entropy dim-1,1419,0.5557860364097261,0.1303540867882348,0.359117230566618,0.08968153637364515,3661,2888,773,channel-0,entropy,dim-1,
