Stat,unique_values,score,normalized_score,IV,normalized_iv,QSDA_IDX,IV_IDX,IDX_DIFF
std,1418.046511627907,0.9818677762518055,0.2419228647810154,0.5814220326195403,0.15285235606127137,2687.2536997885836,2664.902748414376,22.350951374207188
max,1417.985200845666,0.9863675566444583,0.24310112461404698,0.6039787795063067,0.15926215097872043,2716.983086680761,2685.5644820295984,31.41860465116279
norm-1,1418.061310782241,1.2157915336986225,0.3031754023140578,0.7895946610430055,0.21200733360830298,2184.6236786469344,2175.9154334038053,8.708245243128964
sum,1418.061310782241,1.2157915336986225,0.3031754023140578,0.7895946610430055,0.21200733360830298,2184.6723044397463,2175.911205073996,8.761099365750528
norm-2,1418.0676532769555,1.2197654306381294,0.30421596046042276,0.8270232400971117,0.22264315432272974,2242.4207188160676,2186.923890063425,55.496828752642706
mean,1418.0655391120508,1.3934238853235084,0.3496881310926198,0.9683829788619398,0.26281237462808804,1920.0422832980973,1942.9619450317125,-22.91966173361522
