,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 100.5)","(101.5, 223.5)","(224.5, 286.5)","(287.5, 770.5)","(771.5, 927.5)","(928.5, 1056.5)","(1059.5, 1112.5)","(1113.5, 1156.5)","(1161.5, 1238.5)","(1239.5, 1304.5)"
"Time length, sec",92.0,122.0,62.0,483.0,156.0,128.0,53.0,43.0,77.0,65.0
Number of epochs,87,112,53,432,145,119,51,41,77,63
