,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 256.5)","(258.5, 344.5)","(345.5, 458.5)","(460.5, 508.5)","(509.5, 679.5)","(680.5, 771.5)","(772.5, 938.5)","(939.5, 1003.5)","(1004.5, 1089.5)","(1090.5, 1304.5)"
"Time length, sec",248.0,86.0,113.0,48.0,170.0,91.0,166.0,64.0,85.0,214.0
Number of epochs,228,78,100,45,149,85,155,59,79,202
