,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 298.5)","(299.5, 593.5)","(596.5, 860.5)","(861.5, 1036.5)","(1037.5, 1333.5)","(1334.5, 1720.5)","(1721.5, 2235.5)","(2236.5, 2345.5)"
"Time length, sec",288.0,294.0,264.0,175.0,296.0,386.0,514.0,109.0
Number of epochs,250,257,222,149,247,339,451,102
