,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 437.5)","(438.5, 645.5)","(646.5, 762.5)","(763.5, 1170.5)","(1171.5, 1361.5)","(1362.5, 1502.5)","(1503.5, 2044.5)","(2045.5, 2345.5)"
"Time length, sec",427.0,207.0,116.0,407.0,190.0,140.0,541.0,300.0
Number of epochs,372,175,99,348,157,124,471,271
