,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 133.1)","(133.9, 184.3)","(185.1, 283.5)","(284.3, 508.3)","(509.1, 620.3)","(621.1, 721.1)","(721.9, 758.7)","(759.5, 877.1)","(877.9, 938.7)"
"Time length, sec",123.19999999999999,50.400000000000006,98.4,224.0,111.19999999999993,100.0,36.80000000000007,117.60000000000002,60.80000000000007
Number of epochs,141,52,111,252,126,116,44,134,70
