,St_len_min,K_nb_max,N_cl_max,Cl_cen,Len_min,St_edges,N_stages,Longest_stage,Shortest_stage,Avg_stage_length,Ward_dist,Cen_dist,Silh,Cal-Har,Dav-Bold,Avg-Silh,Avg-Cal-Har,Avg-Dav-Bold
0,0,35,10,Median,40,[   0  497 2017],2,1520,497,1008.5,327547.65405583015,29.57264755503718,0.036211599557201254,135.07901429038577,3.116404879797358,0.036211599557201254,135.07901429038577,3.116404879797358
1,60,50,10,Mode,40,[   0  843 1064 2017],3,953,221,672.3333333333334,144889.09632191417,28.011675280949234,0.00733672462902063,47.19094834848714,6.1868943165019,0.09287781974292023,57.24413789803994,3.7971858136209704
2,40,50,10,Mode,40,[   0  482  843 1064 2017],4,953,221,504.25,108054.58597637941,23.471882213134908,0.006810452727057621,59.991541952719274,8.267604477994032,0.0657232426234622,45.94863557781789,4.504017763156495
3,0,40,20,Median,40,[   0  482  782 1166 1806 2017],5,640,211,403.4,79220.12069635713,17.97966613196827,-0.003739554964949256,46.19699633520785,8.616958443000607,0.04434490820402406,34.26390166592599,6.932343719269749
4,0,35,20,Median,40,[   0  345  528  906 1167 1826 2017],6,659,183,336.1666666666667,52699.89771714496,18.228575405361823,-0.014806127929596513,42.61084832363317,7.917093657959053,0.038759187573633266,22.631362554499766,5.801015469830466
5,40,35,20,Mode,40,[   0  348  635  782  843 1169 1826 2017],7,657,61,288.14285714285717,55638.92115459612,21.18146845916502,-0.01342109672808251,36.02620926116521,9.522562849940758,0.03527354188720732,23.978929953170304,4.9928657913156576
6,20,45,20,Median,40,[   0  287  522  726  889 1124 1692 1826 2017],8,568,134,252.125,36601.29066044919,16.713016858538136,-0.023348146065102274,31.290012952158385,8.530582743939977,0.027340385548714742,15.638194249263256,6.318128866067353
7,0,50,20,Median,40,[   0  287  528  688  906 1129 1500 1773 1961 2017],9,371,56,224.11111111111111,29157.31305108888,14.688212758762408,-0.02441863127113764,26.862592023897303,9.866037675391949,0.02603264854772614,12.445396423603235,8.140048005609664
8,0,50,20,Median,40,[   0  199  362  548  688  906 1143 1513 1773 1961 2017],10,370,56,201.7,22189.621827939045,13.622201590094221,-0.03756476112767652,24.564159535664746,10.163930845751493,0.020858050648032374,9.323807265249506,8.246138371358706
9,0,35,10,Mode,40,[   0  287  369  569  684  782  843 1109 1464 1746 1877 2017],11,355,61,183.36363636363637,23140.800569508687,16.573749337219024,-0.03386173295931429,23.492539220357347,10.13521118598288,0.019385200799251323,9.361434845866501,6.849363246630107
10,20,35,10,Median,40,[   0  287  369  528  684  782  843 1113 1169 1464 1782 1947 2017],12,318,56,168.08333333333334,14841.893045956087,15.334739761367983,-0.03362264095413689,21.430482978671204,10.014564800374751,0.01778603483703572,6.023992484067833,7.356658607802066
11,40,40,20,Mode,40,[   0  199  287  482  635  726  843  921 1109 1464 1607 1746 1917 2017],13,355,78,155.15384615384616,16929.079084774417,13.47538480753437,-0.03894095958997394,19.72678661462357,9.519310126377441,0.019038506658765917,7.0903010895342105,7.80874457314084
12,0,35,15,Median,40,"[   0  250  369  528  685  782  843  934 1151 1324 1493 1616 1791 1947
 2017]",14,250,61,144.07142857142858,15814.821459717878,14.567061449973219,-0.03572178943967431,18.39895435297199,10.213397355633797,0.016843262092186714,6.536269640333979,7.519652916648909
13,40,50,15,Median,40,"[   0  199  356  482  571  723  782  843 1109 1168 1322 1557 1744 1812
 1947 2017]",15,266,59,134.46666666666667,15162.55048949944,16.599438504447043,-0.039934024472871206,18.812565174708077,8.900805491700611,0.018304724444312727,6.38195034051874,6.541199250286341
14,40,40,20,Mode,40,"[   0  199  287  482  635  726  782  843  921 1109 1291 1464 1607 1746
 1826 1917 2017]",16,199,56,126.0625,15260.163807970714,15.554166549182371,-0.041169698084266015,17.155980404530997,9.383575693094052,0.02004331904180066,6.350858787842848,7.046143079826147
