,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 337.5)","(340.5, 613.5)","(614.5, 857.5)","(858.5, 1049.5)","(1050.5, 1332.5)","(1333.5, 1984.5)","(1985.5, 2136.5)","(2138.5, 2345.5)"
"Time length, sec",327.0,273.0,243.0,191.0,282.0,651.0,151.0,207.0
Number of epochs,287,235,204,163,235,568,134,191
