,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 118.7)","(119.5, 198.7)","(199.5, 263.5)","(264.3, 309.1)","(309.9, 508.3)","(509.1, 620.3)","(621.1, 756.3)","(757.1, 877.1)","(877.9, 938.7)"
"Time length, sec",108.8,79.19999999999999,64.0,44.80000000000001,198.40000000000003,111.19999999999993,135.19999999999993,120.0,60.80000000000007
Number of epochs,124,86,72,50,224,126,157,137,70
