,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 184.5)","(185.5, 411.5)","(412.5, 646.5)","(647.5, 960.5)","(963.5, 1297.5)","(1298.5, 1415.5)","(1416.5, 2101.5)","(2102.5, 2345.5)"
"Time length, sec",174.0,226.0,234.0,313.0,334.0,117.0,685.0,243.0
Number of epochs,154,194,200,263,284,105,595,222
