,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 101.9)","(102.7, 236.3)","(237.1, 321.9)","(322.7, 453.1)","(454.7, 517.9)","(518.7, 610.7)","(611.5, 769.9)","(770.7, 876.3)","(877.1, 938.7)"
"Time length, sec",92.0,133.60000000000002,84.79999999999998,130.40000000000003,63.19999999999999,92.0,158.39999999999998,105.59999999999991,61.60000000000002
Number of epochs,105,147,93,145,76,104,185,120,71
