,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(6.5, 111.5)","(112.5, 175.5)","(176.5, 267.5)","(268.5, 733.5)","(734.5, 955.5)","(956.5, 1227.5)","(1228.5, 1387.5)","(1388.5, 1496.5)","(1497.5, 1766.5)"
"Time length, sec",105.0,63.0,91.0,465.0,221.0,271.0,159.0,108.0,269.0
Number of epochs,105,63,86,429,203,255,147,106,257
