,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 57.9)","(58.7, 236.3)","(237.1, 309.1)","(309.9, 449.1)","(449.9, 508.3)","(509.1, 620.3)","(621.1, 769.9)","(770.7, 877.1)","(877.9, 938.7)"
"Time length, sec",48.0,177.60000000000002,72.00000000000003,139.20000000000005,58.400000000000034,111.19999999999993,148.79999999999995,106.39999999999998,60.80000000000007
Number of epochs,55,197,80,153,71,126,173,121,70
