Algorithm,unique_values,score,normalized_score,IV,normalized_iv,QSDA_IDX,IV_IDX,IDX_DIFF
silhouette-2,854.1392405063291,1.5814535451619225,0.41724214786617564,0.35291126734424155,0.10386938989088401,2187.559071729958,2919.278481012658,-731.7194092827004
silhouette-1,854.1392405063291,1.6925313311723065,0.4491773390543261,0.3650838100567393,0.10841308210389489,1936.8755274261603,2834.675105485232,-897.7995780590717
landscape,854.1244725738396,1.4895362294111865,0.3908156484063563,0.4001152739681592,0.12148941246018649,2383.1603375527425,2693.5569620253164,-310.3966244725738
entropy,900.4303797468355,0.7430705047363642,0.17620455028217213,0.41082814657966216,0.12548824795524596,4042.227848101266,3067.772151898734,974.4556962025316
amplitude-silhouette-2-2,887.8152866242038,1.5048889556897453,0.3952296025062273,0.41240013431161304,0.12607502991077613,2350.433121019108,2523.4649681528663,-173.03184713375796
amplitude-silhouette-2-1,887.8152866242038,1.5862785897308063,0.41862936241494464,0.42368571626120216,0.13028764284094033,2175.6815286624205,2438.165605095541,-262.484076433121
amplitude-silhouette-1-2,887.8152866242038,1.7244922275792984,0.4583661910648129,0.4280983214995594,0.13193475310657363,1867.1528662420383,2425.191082802548,-558.0382165605096
amplitude-silhouette-1-1,887.8152866242038,1.8064534698410313,0.48193029002337573,0.44265832294977997,0.1373696212991387,1672.7261146496814,2335.9745222929937,-663.2484076433121
amplitude-bottleneck,918.6751592356688,1.3794485553964304,0.359165117338053,0.4547370711464404,0.14187830246956804,2615.7261146496817,2261.267515923567,354.45859872611464
amplitude-landscape-2-1,887.8152866242038,1.50081872370563,0.3940593988024849,0.4676325323546198,0.1466918412723221,2345.229299363057,2207.484076433121,137.74522292993632
amplitude-landscape-1-1,887.8025477707006,1.6460161554596944,0.43580408880432725,0.46987877888039026,0.14753030642202059,1990.3312101910828,2223.458598726115,-233.12738853503186
amplitude-landscape-2-2,887.8152866242038,1.509803174631397,0.39664245495025596,0.4843544869504547,0.1529337100977571,2285.1783439490446,2103.452229299363,181.72611464968153
amplitude-landscape-1-2,887.8089171974523,1.6772066137886315,0.44477143759436827,0.49258104011193315,0.1560044674918842,1873.9617834394905,2099.12101910828,-225.15923566878982
life,915.9322033898305,1.3909892533882304,0.3624831020589439,0.5265742895996806,0.16869325952494332,2617.2217514124295,2107.6765536723165,509.545197740113
amplitude-wasserstein-2,918.71974522293,1.5139517148536654,0.39783517250349826,0.5788304183448622,0.18819910730626158,2280.082802547771,1738.2547770700637,541.828025477707
amplitude-wasserstein-1,918.6942675159236,1.5023924008094935,0.39451183561262804,0.6542390614943094,0.2163471839049226,2348.770700636943,1735.5859872611466,613.1847133757962
bd2,915.95197740113,1.4542192078237453,0.38066190050499343,0.6577602391897295,0.21766154755540965,2530.1313559322034,1786.1977401129943,743.9336158192091
