Feature,IV,IVs
channel-0 landscape dim-1 max,0.6157609665619048,"[0.15752707417274894, 0.21515604707102703, 0.35481389515308304, 2.7971517120268605, 0.617465090254441, 0.08919752866750552, 0.07901541858766736]"
channel-0 landscape dim-1 mean,0.5891188194964843,"[0.15717284040459517, 0.22286609892632991, 0.33944674412001374, 2.558232188949805, 0.62626979946432, 0.07124422030809578, 0.14859984430222994]"
channel-0 landscape dim-1 std,0.6343830965373723,"[0.1828349470093901, 0.23491810967158216, 0.40795190502707895, 2.6620729640560077, 0.6824840692158947, 0.07878250853394862, 0.1916371722477039]"
channel-0 landscape dim-1 sum,0.5891188194964843,"[0.15717284040459517, 0.22286609892632991, 0.33944674412001374, 2.558232188949805, 0.62626979946432, 0.07124422030809578, 0.14859984430222994]"
channel-0 landscape dim-1 norm-1,0.5891188194964843,"[0.15717284040459517, 0.22286609892632991, 0.33944674412001374, 2.558232188949805, 0.62626979946432, 0.07124422030809578, 0.14859984430222994]"
channel-0 landscape dim-1 norm-2,0.6331730497281536,"[0.1828349470093901, 0.23491810967158216, 0.4074203409176784, 2.683582474939686, 0.6824840692158947, 0.07878250853394862, 0.1621888978088955]"
channel-0 landscape dim-2 max,0.19903178630796617,"[0.22810834264891355, 0.10903564918270844, 0.10969819640906507, 0.5047809826352438, 0.15989245959108547, 0.1227887657746028, 0.15891810791414404]"
channel-0 landscape dim-2 mean,0.1730544253639444,"[0.11867724524633054, 0.11359629917340068, 0.02177423430218906, 0.487255793712147, 0.17351498473198154, 0.07721656020752017, 0.21934586017404173]"
channel-0 landscape dim-2 std,0.20851687767796134,"[0.19490988689694963, 0.15516354328468068, 0.07948138197476014, 0.4929734388509646, 0.18173802920675805, 0.16990586615112332, 0.18544599738049314]"
channel-0 landscape dim-2 sum,0.1730544253639444,"[0.11867724524633054, 0.11359629917340068, 0.02177423430218906, 0.487255793712147, 0.17351498473198154, 0.07721656020752017, 0.21934586017404173]"
channel-0 landscape dim-2 norm-1,0.1730544253639444,"[0.11867724524633054, 0.11359629917340068, 0.02177423430218906, 0.487255793712147, 0.17351498473198154, 0.07721656020752017, 0.21934586017404173]"
channel-0 landscape dim-2 norm-2,0.20071233931492655,"[0.19490988689694963, 0.1191175699339358, 0.07948138197476012, 0.4836909403600259, 0.17418230095367057, 0.16990586615112332, 0.18369842893402058]"
channel-0 silhouette-1 dim-1 max,0.6527418584402405,"[0.16054050948786272, 0.4598127476056106, 0.40135318962901584, 2.6372222134562993, 0.6158863728276534, 0.10972991185648129, 0.1846480642187595]"
channel-0 silhouette-1 dim-1 mean,0.6138896439732257,"[0.16595410373185956, 0.22820618559150285, 0.3849817905410704, 2.7243867889182005, 0.6082974809778197, 0.051243779560964486, 0.13415737849116244]"
channel-0 silhouette-1 dim-1 std,0.6656706195512508,"[0.20468492296222301, 0.3462797388224024, 0.4589816094603419, 2.8063915306722658, 0.6062847195799779, 0.10667813564888817, 0.1303936797126572]"
channel-0 silhouette-1 dim-1 sum,0.6138896439732257,"[0.16595410373185956, 0.22820618559150285, 0.3849817905410704, 2.7243867889182005, 0.6082974809778197, 0.051243779560964486, 0.13415737849116244]"
channel-0 silhouette-1 dim-1 norm-1,0.6138896439732257,"[0.16595410373185956, 0.22820618559150285, 0.3849817905410704, 2.7243867889182005, 0.6082974809778197, 0.051243779560964486, 0.13415737849116244]"
channel-0 silhouette-1 dim-1 norm-2,0.6692728600274381,"[0.22336296773831288, 0.3462797388224024, 0.4618773200549395, 2.810954630479258, 0.6123434008453488, 0.11443883710020675, 0.11565312515159859]"
channel-0 silhouette-1 dim-2 max,0.21256526412325452,"[0.14926344693837373, 0.09233873807583187, 0.07121889331543889, 0.5470539206971365, 0.33262085745662534, 0.18345593034747054, 0.11200506203190465]"
channel-0 silhouette-1 dim-2 mean,0.2014750180284702,"[0.18486376365163604, 0.05835624804477529, 0.0743360011605016, 0.5976798319269823, 0.25418425566881, 0.13189162938104954, 0.10901339636553685]"
channel-0 silhouette-1 dim-2 std,0.21900519585751188,"[0.18198535623604872, 0.08699865141065892, 0.07926107003112355, 0.5237745731324435, 0.4096736574898657, 0.1788572995929818, 0.07248576310946116]"
channel-0 silhouette-1 dim-2 sum,0.2014750180284702,"[0.18486376365163604, 0.05835624804477529, 0.0743360011605016, 0.5976798319269823, 0.25418425566881, 0.13189162938104954, 0.10901339636553685]"
channel-0 silhouette-1 dim-2 norm-1,0.2014750180284702,"[0.18486376365163604, 0.05835624804477529, 0.0743360011605016, 0.5976798319269823, 0.25418425566881, 0.13189162938104954, 0.10901339636553685]"
channel-0 silhouette-1 dim-2 norm-2,0.21840209533903976,"[0.17609525714776653, 0.08699865141065892, 0.07439674721925377, 0.5237745731324435, 0.4096736574898657, 0.17271217979840098, 0.08516360117488893]"
