Feature,IV,IVs
channel-0 landscape dim-1 max,0.2847306927837667,"[0.09654736589642046, 0.3856232892856678, 0.035931659347348814, 0.24370741845471797, 0.19514978116223897, 0.3479278674001849, 0.8082620064652553, 0.04245159673465511, 0.406975250307411]"
channel-0 landscape dim-1 mean,0.24265975263791534,"[0.0398285948288544, 0.21351095944504916, 0.024356497952949245, 0.2872055111927365, 0.17321346309288047, 0.3112428947736901, 0.678667947132056, 0.07435848673412175, 0.38155341858890035]"
channel-0 landscape dim-1 std,0.29603208435704076,"[0.0718548433885888, 0.2861197867550861, 0.036194126138408035, 0.22461662581466701, 0.12791687506062588, 0.3456371806231518, 0.8698276912539185, 0.18420623459921442, 0.5179153955797061]"
channel-0 landscape dim-1 sum,0.24265975263791534,"[0.0398285948288544, 0.21351095944504916, 0.024356497952949245, 0.2872055111927365, 0.17321346309288047, 0.3112428947736901, 0.678667947132056, 0.07435848673412175, 0.38155341858890035]"
channel-0 landscape dim-1 norm-1,0.24265975263791534,"[0.0398285948288544, 0.21351095944504916, 0.024356497952949245, 0.2872055111927365, 0.17321346309288047, 0.3112428947736901, 0.678667947132056, 0.07435848673412175, 0.38155341858890035]"
channel-0 landscape dim-1 norm-2,0.28970310108399056,"[0.06929008339511326, 0.23030516637361126, 0.03733799804864036, 0.22185264136099275, 0.12669986340774902, 0.34731737811179125, 0.8698276912539185, 0.18420623459921442, 0.5204908532048844]"
channel-0 landscape dim-2 max,0.16321077744407222,"[0.12376624375627807, 0.25477274395289384, 0.05850422158973342, 0.16625692938085504, 0.2709553666483399, 0.19238559907662045, 0.10680324155808026, 0.23629511366015393, 0.059157537373695196]"
channel-0 landscape dim-2 mean,0.18479848845784985,"[0.13864845939911952, 0.12855470486214404, 0.07492638490193118, 0.20929613672814593, 0.15890884379613457, 0.22492570401922557, 0.18960752496530914, 0.4001374471919837, 0.138181190256655]"
channel-0 landscape dim-2 std,0.16994038168271505,"[0.1374141186383028, 0.18542160336551114, 0.0649805493221878, 0.19297905170937008, 0.16099831619352276, 0.23935328136007622, 0.1867176792297564, 0.2216579761849757, 0.13994085914073257]"
channel-0 landscape dim-2 sum,0.18479848845784985,"[0.13864845939911952, 0.12855470486214404, 0.07492638490193118, 0.20929613672814593, 0.15890884379613457, 0.22492570401922557, 0.18960752496530914, 0.4001374471919837, 0.138181190256655]"
channel-0 landscape dim-2 norm-1,0.18479848845784985,"[0.13864845939911952, 0.12855470486214404, 0.07492638490193118, 0.20929613672814593, 0.15890884379613457, 0.22492570401922557, 0.18960752496530914, 0.4001374471919837, 0.138181190256655]"
channel-0 landscape dim-2 norm-2,0.17646516356741895,"[0.1386358288786757, 0.18542160336551114, 0.0657959607843825, 0.19153928551238425, 0.16099831619352276, 0.24233529237407736, 0.26206200101659516, 0.20145732484088935, 0.13994085914073257]"
channel-0 silhouette-1 dim-1 max,0.2684264739009352,"[0.08760915755874715, 0.12373728731623673, 0.04347806192454612, 0.19701266415799235, 0.17770301576227276, 0.320244396278277, 0.8711104789532529, 0.12460923241269078, 0.470333970744401]"
channel-0 silhouette-1 dim-1 mean,0.2846959519796483,"[0.11037276819713279, 0.1938199073802882, 0.04503002595888291, 0.2198664462017962, 0.2209062159764789, 0.33935884022486884, 0.7514796503688674, 0.21380198684103632, 0.4676277266674834]"
channel-0 silhouette-1 dim-1 std,0.27470090742865805,"[0.09785771696389592, 0.07882827671569646, 0.04368463119843185, 0.20438355544729844, 0.20832659414327637, 0.3157195943700626, 0.8239128731689749, 0.18475935014993597, 0.5148355747003501]"
channel-0 silhouette-1 dim-1 sum,0.2846959519796483,"[0.11037276819713279, 0.1938199073802882, 0.04503002595888291, 0.2198664462017962, 0.2209062159764789, 0.33935884022486884, 0.7514796503688674, 0.21380198684103632, 0.4676277266674834]"
channel-0 silhouette-1 dim-1 norm-1,0.2846959519796483,"[0.11037276819713279, 0.1938199073802882, 0.04503002595888291, 0.2198664462017962, 0.2209062159764789, 0.33935884022486884, 0.7514796503688674, 0.21380198684103632, 0.4676277266674834]"
channel-0 silhouette-1 dim-1 norm-2,0.27372851029130363,"[0.0978825673671731, 0.07882827671569646, 0.043472793024696026, 0.2046696318502887, 0.20832659414327637, 0.3165794191256402, 0.8239128731689749, 0.18475935014993597, 0.5051250870760509]"
channel-0 silhouette-1 dim-2 max,0.14121508075001138,"[0.09611653945349977, 0.22703906567676996, 0.042722709366443554, 0.16524535465109363, 0.09396248757118421, 0.1908414035632579, 0.20284134780558258, 0.16890714265779694, 0.08325967600447387]"
channel-0 silhouette-1 dim-2 mean,0.14207245403742486,"[0.09386109146721998, 0.2126744406263007, 0.043667960445962085, 0.19939045586366122, 0.08276772675590512, 0.20476880391019348, 0.09833456213619496, 0.2815924842822536, 0.06159456084913245]"
channel-0 silhouette-1 dim-2 std,0.1461200392600123,"[0.10364112132829867, 0.2301612749434683, 0.04967702557356619, 0.1813007322954412, 0.07564454544941865, 0.1877644240077614, 0.24903620504361773, 0.1696758414856465, 0.06817918321289199]"
channel-0 silhouette-1 dim-2 sum,0.14207245403742486,"[0.09386109146721998, 0.2126744406263007, 0.043667960445962085, 0.19939045586366122, 0.08276772675590512, 0.20476880391019348, 0.09833456213619496, 0.2815924842822536, 0.06159456084913245]"
channel-0 silhouette-1 dim-2 norm-1,0.14207245403742486,"[0.09386109146721998, 0.2126744406263007, 0.043667960445962085, 0.19939045586366122, 0.08276772675590512, 0.20476880391019348, 0.09833456213619496, 0.2815924842822536, 0.06159456084913245]"
channel-0 silhouette-1 dim-2 norm-2,0.1469518295389399,"[0.10514651037123596, 0.2301612749434683, 0.04937762281257036, 0.18752681616019243, 0.0756985878130745, 0.1877644240077614, 0.24903620504361773, 0.1696758414856465, 0.06817918321289199]"
channel-0 silhouette-2 dim-1 max,0.23902282248783985,"[0.11104153635443473, 0.12533361774398283, 0.029275061012729718, 0.12252845329007851, 0.10433845419074893, 0.2821532059512566, 0.85896956191402, 0.1784079106410887, 0.3391576012922188]"
channel-0 silhouette-2 dim-1 mean,0.28563990444930115,"[0.11256911916917155, 0.19422103371662933, 0.04085914012161021, 0.20761957964100247, 0.2602159958681357, 0.27820267782302915, 0.9785727716816902, 0.08911590757459217, 0.40938291444784924]"
channel-0 silhouette-2 dim-1 std,0.276533565249087,"[0.127410534712845, 0.1172918235535153, 0.03448691453937165, 0.1494081786899933, 0.15932489205800798, 0.28715327435350263, 1.003897473474897, 0.15490003122529705, 0.45492896463435334]"
channel-0 silhouette-2 dim-1 sum,0.28563990444930115,"[0.11256911916917155, 0.19422103371662933, 0.04085914012161021, 0.20761957964100247, 0.2602159958681357, 0.27820267782302915, 0.9785727716816902, 0.08911590757459217, 0.40938291444784924]"
channel-0 silhouette-2 dim-1 norm-1,0.28563990444930115,"[0.11256911916917155, 0.19422103371662933, 0.04085914012161021, 0.20761957964100247, 0.2602159958681357, 0.27820267782302915, 0.9785727716816902, 0.08911590757459217, 0.40938291444784924]"
channel-0 silhouette-2 dim-1 norm-2,0.2785206556351554,"[0.12536427993355095, 0.13685529284801942, 0.03469844799710098, 0.15278033680688657, 0.15310433869558723, 0.2928736829055789, 1.003897473474897, 0.15490003122529705, 0.45221201682948015]"
channel-0 silhouette-2 dim-2 max,0.13632132351410944,"[0.08203285529844952, 0.18210701441802127, 0.041229795940467065, 0.16439049797235575, 0.09102226328129434, 0.17687118181646683, 0.22294015007114637, 0.17072216993767336, 0.09557598289111043]"
channel-0 silhouette-2 dim-2 mean,0.14601975504126094,"[0.09467387621002533, 0.2614492354978809, 0.04831884260844336, 0.2115755398343789, 0.07470283509706939, 0.19141598052153125, 0.21656671678232423, 0.16562260188027328, 0.049852166939421946]"
channel-0 silhouette-2 dim-2 std,0.13383437238620569,"[0.08114631380373043, 0.18925025093828993, 0.04017743642714214, 0.17861341688429527, 0.09189783704877165, 0.1718429611460584, 0.21656671678232423, 0.1658790745423739, 0.06913534390286522]"
channel-0 silhouette-2 dim-2 sum,0.14601975504126094,"[0.09467387621002533, 0.2614492354978809, 0.04831884260844336, 0.2115755398343789, 0.07470283509706939, 0.19141598052153125, 0.21656671678232423, 0.16562260188027328, 0.049852166939421946]"
channel-0 silhouette-2 dim-2 norm-1,0.14601975504126094,"[0.09467387621002533, 0.2614492354978809, 0.04831884260844336, 0.2115755398343789, 0.07470283509706939, 0.19141598052153125, 0.21656671678232423, 0.16562260188027328, 0.049852166939421946]"
