name,unique_values,score,normalized_score,IV,normalized_iv,QSDA_IDX,IV_IDX,IDX_DIFF,Source,Algorithm,Dimension,Stat
channel-0 landscape dim-1 max,2956,0.3594689763287856,0.0623610276674214,0.2847306927837667,0.27929616802957824,4248,2803,1445,channel-0,landscape,dim-1,max
channel-0 landscape dim-1 mean,2956,3.21229628856272,0.6523497837383022,0.24265975263791534,0.2280812260509855,261,3178,-2917,channel-0,landscape,dim-1,mean
channel-0 landscape dim-1 std,2956,0.3402805790311315,0.0583927052231961,0.29603208435704076,0.29305388562980306,4326,2656,1670,channel-0,landscape,dim-1,std
channel-0 landscape dim-1 sum,2956,3.21229628856272,0.6523497837383022,0.24265975263791534,0.2280812260509855,264,3177,-2913,channel-0,landscape,dim-1,sum
channel-0 landscape dim-1 norm-1,2956,3.21229628856272,0.6523497837383022,0.24265975263791534,0.2280812260509855,263,3179,-2916,channel-0,landscape,dim-1,norm-1
channel-0 landscape dim-1 norm-2,2956,1.985318603498331,0.3986004470597325,0.28970310108399056,0.2853493154445629,1157,2729,-1572,channel-0,landscape,dim-1,norm-2
channel-0 landscape dim-2 max,2765,0.3138488230272106,0.05292639508986,0.16321077744407222,0.13136423706274278,4384,3783,601,channel-0,landscape,dim-2,max
channel-0 landscape dim-2 mean,2765,0.447293372767509,0.0805238537821867,0.18479848845784985,0.15764397702548932,3991,3603,388,channel-0,landscape,dim-2,mean
channel-0 landscape dim-2 std,2765,0.4000039578428312,0.0707440038182284,0.16994038168271505,0.13955650206623763,4134,3714,420,channel-0,landscape,dim-2,std
channel-0 landscape dim-2 sum,2765,0.4472933727675088,0.0805238537821867,0.18479848845784985,0.15764397702548932,3993,3601,392,channel-0,landscape,dim-2,sum
channel-0 landscape dim-2 norm-1,2765,0.4472933727675088,0.0805238537821867,0.18479848845784985,0.15764397702548932,3994,3600,394,channel-0,landscape,dim-2,norm-1
channel-0 landscape dim-2 norm-2,2765,0.3530713266296504,0.0610379397358163,0.17646516356741895,0.1474994271468181,4268,3672,596,channel-0,landscape,dim-2,norm-2
channel-0 silhouette-1 dim-1 max,2956,0.5201037276378754,0.0955816494345316,0.2684264739009352,0.2594482725179579,3777,2959,818,channel-0,silhouette-1,dim-1,max
channel-0 silhouette-1 dim-1 mean,2956,3.4176861025543106,0.6948261300446053,0.2846959519796483,0.279253876408306,177,2808,-2631,channel-0,silhouette-1,dim-1,mean
channel-0 silhouette-1 dim-1 std,2956,1.3445429736918435,0.2660826409069203,0.27470090742865805,0.2670864367224378,1649,2903,-1254,channel-0,silhouette-1,dim-1,std
channel-0 silhouette-1 dim-1 sum,2956,3.4176861025543106,0.6948261300446053,0.2846959519796483,0.279253876408306,178,2807,-2629,channel-0,silhouette-1,dim-1,sum
channel-0 silhouette-1 dim-1 norm-1,2956,3.4176861025543106,0.6948261300446053,0.2846959519796483,0.279253876408306,175,2806,-2631,channel-0,silhouette-1,dim-1,norm-1
channel-0 silhouette-1 dim-1 norm-2,2956,1.381275518664738,0.2736792411017303,0.27372851029130363,0.26590269177171644,1597,2914,-1317,channel-0,silhouette-1,dim-1,norm-2
channel-0 silhouette-1 dim-2 max,2765,1.3387906395907196,0.2648930096851943,0.14121508075001138,0.10458783686679579,1656,4076,-2420,channel-0,silhouette-1,dim-2,max
channel-0 silhouette-1 dim-2 mean,2765,1.8939551890080824,0.3797057221549571,0.14207245403742486,0.10563155785369668,1216,4059,-2843,channel-0,silhouette-1,dim-2,mean
channel-0 silhouette-1 dim-2 std,2765,1.439028583379372,0.2856230621189185,0.1461200392600123,0.11055887446724438,1546,3989,-2443,channel-0,silhouette-1,dim-2,std
channel-0 silhouette-1 dim-2 sum,2765,1.8939551890080824,0.3797057221549571,0.14207245403742486,0.10563155785369668,1215,4060,-2845,channel-0,silhouette-1,dim-2,sum
channel-0 silhouette-1 dim-2 norm-1,2765,1.8939551890080824,0.3797057221549571,0.14207245403742486,0.10563155785369668,1214,4061,-2847,channel-0,silhouette-1,dim-2,norm-1
channel-0 silhouette-1 dim-2 norm-2,2765,1.4431908519363117,0.2864838543715062,0.1469518295389399,0.11157145204991664,1536,3965,-2429,channel-0,silhouette-1,dim-2,norm-2
channel-0 silhouette-2 dim-1 max,2956,2.7585269613683234,0.5585064586458688,0.23902282248783985,0.22365381924784375,568,3192,-2624,channel-0,silhouette-2,dim-1,max
channel-0 silhouette-2 dim-1 mean,2956,3.424933589251834,0.6963249714371338,0.28563990444930115,0.2804029943219114,168,2787,-2619,channel-0,silhouette-2,dim-1,mean
channel-0 silhouette-2 dim-1 std,2956,3.119868395269346,0.6332349156365564,0.276533565249087,0.26931741762313777,303,2880,-2577,channel-0,silhouette-2,dim-1,std
channel-0 silhouette-2 dim-1 sum,2956,3.424933589251834,0.6963249714371338,0.28563990444930115,0.2804029943219114,167,2784,-2617,channel-0,silhouette-2,dim-1,sum
channel-0 silhouette-2 dim-1 norm-1,2956,3.424933589251834,0.6963249714371338,0.28563990444930115,0.2804029943219114,165,2786,-2621,channel-0,silhouette-2,dim-1,norm-1
channel-0 silhouette-2 dim-1 norm-2,2956,3.149829323999116,0.6394310884634926,0.2785206556351554,0.27173639657811,296,2863,-2567,channel-0,silhouette-2,dim-1,norm-2
channel-0 silhouette-2 dim-2 max,2765,1.2569547464783262,0.2479686565803711,0.13632132351410944,0.09863043510621852,1779,4111,-2332,channel-0,silhouette-2,dim-2,max
channel-0 silhouette-2 dim-2 mean,2765,1.6248791241760805,0.324058521885282,0.14601975504126094,0.11043679375245852,1382,3991,-2609,channel-0,silhouette-2,dim-2,mean
channel-0 silhouette-2 dim-2 std,2765,1.373839965700836,0.2721415060186921,0.13383437238620569,0.09560295206738875,1612,4147,-2535,channel-0,silhouette-2,dim-2,std
channel-0 silhouette-2 dim-2 sum,2765,1.6248791241760792,0.3240585218852818,0.14601975504126094,0.11043679375245852,1385,3993,-2608,channel-0,silhouette-2,dim-2,sum
channel-0 silhouette-2 dim-2 norm-1,2765,1.6248791241760792,0.3240585218852818,0.14601975504126094,0.11043679375245852,1384,3990,-2606,channel-0,silhouette-2,dim-2,norm-1
