St_len_min,K_nb_max,N_cl_max,Cl_cen,Len_min,St_edges,N_stages,Longest_stage,Shortest_stage,Avg_stage_length,Ward_dist,Cen_dist,Silh,Cal-Har,Dav-Bold,Avg-Silh,Avg-Cal-Har,Avg-Dav-Bold
0,35,10,Median,40,[   0  202  866 1180],3,664,202,393.3333333333333,121694.58133830348,24.744066949173508,0.07466658185646131,88.9264214731078,3.1290483078598523,0.15409724113539897,100.38238418749955,2.495253289926226
0,35,10,Mode,40,[   0  202  949 1180],3,747,202,393.3333333333333,85404.08403702392,21.840131898912762,0.06450306772112942,64.50238124968511,3.2056094246065574,0.10627964804369293,65.53875025281282,2.9476213691462294
0,35,10,Median,40,[   0  202  822  999 1180],4,620,177,295.0,120829.57212013187,29.79576743504678,0.0971671715031185,107.10436726127456,2.697735976504133,0.18995403381428014,114.40595415347344,2.222887686699982
0,35,10,Mode,40,[   0  202  684  949 1180],4,482,202,295.0,144714.12197169315,30.382504954678367,0.11119420419025357,127.54614146930582,2.9740133884275513,0.20570939671008456,150.8637452677648,2.0007782641487695
0,35,10,Median,40,[   0  202  684  841  999 1180],5,482,157,236.0,72777.92898494995,25.574802196196273,0.08420512306959063,96.91610528812478,3.527945536231485,0.1583082306782911,84.92751616570251,2.419244169807989
0,35,10,Mode,40,[   0  202  684  829  949 1180],5,482,120,236.0,94411.08740116245,31.426674086439185,0.09362263210173653,119.21454439341177,3.2772103272822752,0.21123118862924264,97.47754168508995,1.89099797257759
0,35,10,Median,40,[   0   52  242  684  841  999 1180],6,442,52,196.66666666666666,71736.30233140267,27.541174112439183,0.029071071634089108,87.25161904427819,3.7235433620941634,0.1639952059614819,89.68198103556252,2.1969410338225375
0,35,10,Mode,40,[   0   52  202  684  829  949 1180],6,482,52,196.66666666666666,91014.9575275017,33.47557354346304,0.04659667860891312,108.52754803976505,3.052330344580447,0.22206680624899056,103.65949379077608,1.7215848255569255
0,35,10,Median,40,[   0   52  242  684  829  949 1180],6,442,52,196.66666666666666,88945.09127834646,32.22176976406393,0.04544550158419921,106.24364036320043,3.386677182012818,0.20646163088347147,99.62921574714503,1.7723048043906773
0,35,10,Mode,40,[   0   52  202  684  829  949 1180],6,482,52,196.66666666666666,91014.9575275017,33.47557354346304,0.04659667860891312,108.52754803976505,3.052330344580447,0.22206680624899056,103.65949379077608,1.7215848255569255
0,35,10,Median,40,[   0   52  242  684  829  949 1180],6,442,52,196.66666666666666,88945.09127834646,32.22176976406393,0.04544550158419921,106.24364036320043,3.386677182012818,0.20646163088347147,99.62921574714503,1.7723048043906773
0,35,10,Mode,40,[   0   52  202  684  829  949 1180],6,482,52,196.66666666666666,91014.9575275017,33.47557354346304,0.04659667860891312,108.52754803976505,3.052330344580447,0.22206680624899056,103.65949379077608,1.7215848255569255
0,35,10,Median,40,[   0   52  242  684  829  949 1039 1128 1180],8,442,52,147.5,62595.52164177083,29.814432050159382,0.041306542743173295,83.70781652469815,4.10741552742903,0.1683338217306232,71.83128636582528,1.9508100853791934
0,35,10,Mode,40,[   0   52  202  684  829  949 1039 1117 1180],8,482,52,147.5,64442.20276841215,30.89431904121673,0.04429213400363241,85.53830548397936,4.1300094228571265,0.1808862647774129,74.99709062565614,1.8945173064582403
