index,name,score,mean,variance,unique_values
0,D_psd_Fp,0.3572845287585135,4.2116299825168463e-16,1.0,1046
1,D_psd_LF,0.26307970214909493,-1.2838678495091677e-15,1.0,1046
2,D_psd_MF,0.22065007236203296,-1.9495771048102176e-15,0.9999999999999998,1046
3,D_psd_RF,0.2792756642160875,4.39503967530387e-15,1.0000000000000002,1046
4,D_psd_LT,0.31523410072261193,2.309603538799561e-16,1.0,1046
5,D_psd_RT,0.30302689448233316,2.7443524402206547e-15,1.0,1046
6,D_psd_LC,0.2324913944692212,-2.920969181422974e-16,1.0,1046
7,D_psd_MC,0.1851553275937898,-2.037885475411377e-16,1.0,1046
8,D_psd_RC,0.26730119951498776,-1.0053568345362794e-15,1.0000000000000002,1046
9,D_psd_LP,0.18480624023659495,-6.147621184157654e-16,1.0,1046
10,D_psd_MP,0.1870760314129157,-4.075770950822754e-16,0.9999999999999998,1046
11,D_psd_RP,0.28761001534228786,1.1412158662303712e-15,1.0,1046
12,D_psd_LO,0.2402554714287949,2.6730264485812564e-15,1.0,1046
13,D_psd_MO,0.4166847897727624,-2.5269779895101078e-15,1.0,1046
14,D_psd_RO,0.1715678151647301,-1.2159383336621218e-15,1.0,1046
15,T_psd_Fp,0.9557128913569382,-2.6390616906577333e-15,1.0,1046
16,T_psd_LF,0.9300757019326424,1.575964767651465e-15,1.0,1046
17,T_psd_MF,0.897355030370172,3.369303986013477e-15,1.0,1046
18,T_psd_RF,1.1711269104921385,3.2606167606582037e-16,1.0,1046
19,T_psd_LT,0.3862507288065822,-1.49444934863501e-16,1.0,1046
20,T_psd_RT,0.683805598430033,3.369303986013477e-15,0.9999999999999998,1046
21,T_psd_LC,0.8451096027712957,-4.673550690276759e-15,1.0,1046
22,T_psd_MC,0.8012152920001008,-2.4454625704936526e-16,1.0,1046
23,T_psd_RC,0.553563473856556,-2.377533054646607e-15,1.0,1046
24,T_psd_LP,1.02555335672776,-2.7171806338818362e-17,1.0000000000000002,1046
25,T_psd_MP,1.089950775606953,-3.1926872448111577e-15,1.0,1046
26,T_psd_RP,0.9755946475171067,-1.6574801866679202e-15,0.9999999999999996,1046
27,T_psd_LO,1.1618347409961365,1.0053568345362794e-15,0.9999999999999998,1046
28,T_psd_MO,1.14536898889507,-3.0160705036088383e-15,1.0000000000000002,1046
29,T_psd_RO,0.7428906975715703,8.423259965033693e-16,1.0,1046
30,A_psd_Fp,1.0443230060300674,-2.309603538799561e-15,1.0,1046
31,A_psd_LF,1.039273694432503,3.3421321796746585e-15,1.0,1046
32,A_psd_MF,0.8253737708781781,-4.211629982516846e-15,1.0000000000000002,1046
33,A_psd_RF,1.1803755228733293,2.1194008944278324e-15,1.0,1046
34,A_psd_LT,0.6752127477017551,2.622079311695972e-15,1.0,1046
35,A_psd_RT,0.7865768476180376,3.967083725467481e-15,0.9999999999999998,1046
36,A_psd_LC,0.9379870562033135,-3.967083725467481e-15,1.0,1046
37,A_psd_MC,0.8402250426042218,-3.1247577289641116e-15,1.0000000000000002,1046
38,A_psd_RC,0.6252262489564071,-1.6846519930067385e-15,1.0,1046
39,A_psd_LP,1.0592858856240162,1.3042467042632815e-15,1.0,1046
40,A_psd_MP,1.203871796296618,1.1683876725691897e-15,1.0,1046
41,A_psd_RP,0.981758080805687,1.847682831039649e-15,1.0,1046
42,A_psd_LO,1.164873937218745,3.2334449543193852e-15,1.0000000000000002,1046
43,A_psd_MO,1.1970719558774807,-4.890925140987305e-16,1.0,1046
44,A_psd_RO,0.8415207145333183,4.293145401533301e-15,1.0,1046
45,B_psd_Fp,0.3636079890692152,-1.2499030915856446e-15,1.0,1046
46,B_psd_LF,0.5433092574650494,3.1247577289641116e-15,1.0,1046
47,B_psd_MF,0.5184005121939531,2.2416740229525147e-15,1.0,1046
48,B_psd_RF,1.130003132435021,-2.2824317324607423e-15,0.9999999999999998,1046
49,B_psd_LT,0.46155279001752747,-2.934555084592383e-15,1.0,1046
50,B_psd_RT,0.5851543994930325,-3.98066962863689e-15,1.0000000000000002,1046
51,B_psd_LC,0.5836802100918336,-1.0053568345362794e-15,1.0000000000000002,1046
52,B_psd_MC,0.5212779485513265,5.909867878692994e-15,1.0,1046
53,B_psd_RC,0.6939289611898645,2.2009163134442876e-15,1.0,1046
54,B_psd_LP,0.8111010795328693,2.4318766673242436e-15,1.0000000000000002,1046
55,B_psd_MP,0.888334033132663,-3.831224693773389e-15,1.0000000000000002,1046
56,B_psd_RP,0.8267010054096978,-3.301374470166431e-15,1.0000000000000002,1046
57,B_psd_LO,0.8178228275072762,-2.4998061831712893e-15,1.0000000000000002,1046
58,B_psd_MO,0.8734763575856573,-1.5216211549738284e-15,1.0,1046
59,B_psd_RO,0.6124714012700496,-6.249515457928223e-16,1.0000000000000002,1046
60,G_psd_Fp,0.25691992583072215,-5.56342734787306e-15,1.0,1046
61,G_psd_LF,0.3849701982716683,7.526590355852686e-15,1.0,1046
62,G_psd_MF,0.9357956229309395,-5.869110169184766e-15,1.0000000000000002,1046
63,G_psd_RF,1.4608609216031687,-1.3042467042632815e-15,0.9999999999999998,1046
64,G_psd_LT,0.702989395967248,3.5323348240463873e-15,1.0,1046
65,G_psd_RT,1.0875125973562638,6.4668899086387705e-15,1.0,1046
66,G_psd_LC,0.5369597984747421,1.7389956056843752e-15,1.0,1046
67,G_psd_MC,0.514582796478004,-1.2499030915856446e-15,1.0,1046
68,G_psd_RC,1.2660584081463793,5.4343612677636724e-17,1.0,1046
69,G_psd_LP,0.43329114187120477,1.9020264437172855e-15,0.9999999999999998,1046
70,G_psd_MP,0.49685269500536006,4.347489014210938e-16,1.0,1046
71,G_psd_RP,0.4955388809201658,7.47224674317505e-15,0.9999999999999996,1046
