num_features,explained_variances_reduced,explained_variances_all,fmi,silh_15,silh_reduced,silh_all
51,0.9524086381030291,0.4527581985449484,0.7385730711736727,0.3489072673597534,0.32568832039411866,0.13641130636572435
102,0.8959963235006803,0.5390283687978064,0.7447753124626236,0.33339698894397696,0.2896718134581955,0.1387245312568121
153,0.8582507264687336,0.5634818719239241,0.745865850633402,0.30407913800146646,0.25329750588174815,0.13834508697246503
204,0.8445251180160758,0.5824316275393024,0.7588883059963113,0.2757591010970468,0.22353037013874616,0.13288119777251664
255,0.8174290507165521,0.6177036214902076,0.765172269561151,0.2699309114028959,0.21168621308725705,0.1332645472291044
306,0.8037801292312386,0.6303146543186342,0.7244474796324326,0.25879231633203714,0.20013734132825042,0.1316498382277655
357,0.7896483139637805,0.6497316950624773,0.7362176394897304,0.25606619152878074,0.19498458122805684,0.1370982058879054
408,0.7756602601892978,0.6482923564220459,0.7315727606854877,0.24840017059840563,0.1864240996169255,0.1369745327923585
459,0.754810737985988,0.6631726633437411,0.7408275280532639,0.24311494558513705,0.17777715999091823,0.1374560991797541
510,0.7443625931327161,0.6763753996346299,0.6923595395602853,0.2432877838725968,0.17539227393764967,0.13974133518728768
561,0.731520880812957,0.6890765215527549,0.8826599876355514,0.233305851486085,0.16483598251511417,0.137577341604954
612,0.7235316711084177,0.6946151955720992,0.7288979907490652,0.22364157495392215,0.1574263879350748,0.13637442388467175
663,0.7151755259862348,0.7038671139867079,0.7336379231182645,0.21923376250174365,0.15285143320620997,0.1389224706199363
714,0.7123809587786263,0.7086913275894745,0.7326531348678987,0.2108086558781973,0.14618008095002027,0.13919887741283238
