,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 237.5)","(238.5, 413.5)","(414.5, 646.5)","(647.5, 991.5)","(992.5, 1297.5)","(1298.5, 1389.5)","(1390.5, 2101.5)","(2102.5, 2345.5)"
"Time length, sec",227.0,175.0,232.0,344.0,305.0,91.0,711.0,243.0
Number of epochs,201,149,198,290,257,79,621,222
